total_return_rate,trade_days,total_days,trade_day_ratio,win_rate,max_drawdown,drawdown_start,drawdown_end,avg_daily_ratio,avg_daily_real_return,avg_daily_budget_return,final_budget,base_budget_total_return_rate,remaining_budget_total_return_rate,base_budget_total_return,remaining_budget_total_return,total_trade_count,avg_trade_count,avg_trade_ratio,fitness
21.389104999999994,184,184,1.0,0.5380434782608695,0.19929835070898902,43,57,0.6449528021852564,0.018577713853113444,0.03557788355018447,4477820.999999999,21.498544999999996,-0.10944,4299708.999999999,-21888.0,851,4.625,0.6449528021852564,111.65090729563542
