total_return_rate,trade_days,total_days,trade_day_ratio,win_rate,max_drawdown,drawdown_start,drawdown_end,avg_daily_ratio,avg_daily_real_return,avg_daily_budget_return,final_budget,base_budget_total_return_rate,remaining_budget_total_return_rate,base_budget_total_return,remaining_budget_total_return,total_trade_count,avg_trade_count,avg_trade_ratio,fitness
24.29599,184,184,1.0,0.532608695652174,0.1999869678078257,43,57,0.6365976268820126,0.019588119851760212,0.032790178957849477,5059198.0,24.29797,-0.00198,4859594.0,-396.0,905,4.918478260869565,0.6365976268820126,126.6312961773907
