date,stock_code,stock_name,strategy_name,daily_budget,daily_investment,daily_return,daily_ratio,daily_real_return_rate,daily_budget_return_rate,has_trade,base_budget_return,remaining_budget_return,base_budget_return_rate,remaining_budget_return_rate,base_budget,remaining_budget,trade_count
2025-01-06,002552.SZ,未知,倒接力31,645871.0,418318.0,14400.0,0.6476804191549086,0.022295473863975932,0.034423572497477996,True,14400.0,0.0,0.03421535178057293,0.0,420863.71323459985,225007.28676540015,5
2025-01-07,601226.SH,未知,倒接力31,660271.0,428325.0,-10110.0,0.6487109080968269,-0.015311894661434471,-0.02360357205393101,True,-10110.0,0.0,-0.023498126367009188,0.0,430247.0691533177,230023.93084668228,5
2025-01-08,002187.SZ,未知,倒接力31,650161.0,420947.0,13741.0,0.647450400746892,0.021134765081264488,0.03264306432876348,True,13741.0,0.0,0.03243409072473859,0.0,423659.1713520512,226501.8286479488,5
2025-01-09,003021.SZ,未知,倒接力31,663902.0,423827.0,87931.0,0.6383878945989017,0.13244575253576582,0.20746908526356272,True,87931.0,0.0,0.20325551466192546,0.0,432613.1084131,231288.8915869,5
2025-01-10,002050.SZ,未知,倒接力31,751833.0,481000.0,10360.0,0.6397697360983091,0.013779655854425117,0.021538461538461538,True,10360.0,0.0,0.021146703378041986,0.0,489910.87711370987,261922.12288629013,5
2025-01-13,002265.SZ,未知,倒接力31,762193.0,489867.0,27918.999999999927,0.6427072932971045,0.036629829977446564,0.056993020554558536,True,27918.999999999927,0.0,0.05621331602940013,0.0,496661.6803996763,265531.3196003237,5
2025-01-15,002878.SZ,未知,倒接力31,790111.9999999999,510703.0,-16512.999999999927,0.6463678567089224,-0.020899568668745608,-0.032333861363649574,True,-16512.999999999927,0.0,-0.03207315074019469,0.0,514854.3133090294,275257.6866909705,5
2025-01-16,603270.SH,未知,倒接力31,773599.0,497266.0,-7746.0,0.6427955568711955,-0.010012939520345812,-0.015577175998359028,True,-7746.0,0.0,-0.0153661792584631,0.0,504094.08023362746,269504.91976637254,5
2025-01-20,600183.SH,未知,倒接力31,765853.0,495918.0,6246.0,0.6475367988373748,0.008155612108328884,0.012594824144314181,True,6246.0,0.0,0.012515864833141991,0.0,499046.6166956838,266806.3833043162,5
2025-01-23,002718.SZ,未知,倒接力31,772099.0,499747.0,-7626.000000000015,0.6472576703246604,-0.009876971735489898,-0.015259721419038062,True,-7626.000000000015,0.0,-0.015157518719644629,0.0,503116.6473254277,268982.3526745723,5
2025-01-24,600184.SH,未知,倒接力31,764473.0,494885.0,-18557.0,0.6473544520211963,-0.024274238593122322,-0.03749760045263041,True,-18557.0,0.0,-0.03725202782127046,0.0,498147.37842014,266325.62157986,5
2025-01-27,001282.SZ,未知,倒接力31,745916.0,680600.0,6874.0,0.9124351803688351,0.009215514883713447,0.01009991184249192,True,-7220.0,14094.0,-0.014854279005468929,0.05423673610111672,486055.23010183114,259860.76989816886,6
2025-02-05,002394.SZ,未知,倒接力31,752790.0,488035.99999999994,-15027.999999999942,0.6483029795826193,-0.019963070710290975,-0.03079281036644826,True,-15027.999999999942,0.0,-0.03063597083158164,0.0,490534.47930914134,262255.52069085866,5
2025-02-06,000503.SZ,未知,倒接力31,737762.0,477326.0,43156.0,0.6469918483196478,0.058495829278276734,0.09041200353636718,True,43156.0,0.0,0.08976958232255568,0.0,480741.9048128571,257020.0951871429,5
2025-02-07,002906.SZ,未知,倒接力31,780918.0,500623.0,6442.000000000015,0.6410698690515522,0.008249265607912757,0.01286796651372393,True,6442.000000000015,0.0,0.012659588507879469,0.0,508863.30120370357,272054.69879629643,5
2025-02-10,603612.SH,未知,倒接力31,787360.0,508666.0,-465.99999999998545,0.646039930908352,-0.0005918512497459681,-0.0009161217773548565,True,-465.99999999998545,0.0,-0.0009082739768339145,0.0,513061.04973345227,274298.95026654773,5
2025-02-11,600979.SH,未知,倒接力31,786894.0,511588.0,16428.000000000015,0.6501358505719957,0.020877017743177625,0.032111777445913536,True,16428.000000000015,0.0,0.03203854336400734,0.0,512757.3939099715,274136.6060900285,5
2025-02-12,600186.SH,未知,倒接力31,803322.0,522203.0,-21083.0,0.6500543991077052,-0.026244768598395165,-0.0403731882045871,True,-21083.0,0.0,-0.04027606658967371,0.0,523462.2391205755,279859.7608794245,5
2025-02-13,600845.SH,未知,倒接力31,782239.0,503930.0,48134.0,0.6442148755048009,0.06153362335552178,0.09551723453654277,True,48134.0,0.0,0.0944314788861367,0.0,509724.0937848582,272514.9062151418,5
2025-02-17,000880.SZ,未知,倒接力31,830373.0,535367.0,-23303.0,0.644730741486055,-0.028063292038638058,-0.04352715053411958,True,-23303.0,0.0,-0.04306683119098873,0.0,541089.2641870503,289283.7358129497,5
2025-02-18,603516.SH,未知,倒接力31,807070.0,507870.0,-21600.0,0.6292762709554314,-0.026763477765249608,-0.04253056884635832,True,-21600.0,0.0,-0.041072094371994536,0.0,525904.5181471973,281165.4818528027,5
2025-02-20,603315.SH,未知,倒接力31,785470.0,508478.0,38310.0,0.6473550867633392,0.04877334589481457,0.07534249269388253,True,38310.0,0.0,0.07484914640020339,0.0,511829.4842691205,273640.5157308795,5
2025-02-21,002272.SZ,未知,倒接力31,823780.0,532736.0,41674.0,0.646696933647333,0.05058874942338974,0.07822636352715041,True,41674.0,0.0,0.07763512308465749,0.0,536793.1207445429,286986.8792554571,5
2025-02-24,000815.SZ,未知,倒接力31,865454.0,560270.0,-17595.0,0.6473712063263906,-0.020330369956115518,-0.03140450140111018,True,-17595.0,0.0,-0.031199640075899954,0.0,563948.8134220879,301505.18657791207,5
2025-02-27,603767.SH,未知,倒接力31,847859.0,550283.0,-21977.0,0.6490265480463143,-0.025920583493245927,-0.03993763209112402,True,-21977.0,0.0,-0.03977856169328192,0.0,552483.5254089045,295375.47459109547,5
2025-02-28,002042.SZ,未知,倒接力31,825882.0,536850.0,-26475.999999999985,0.6500323290736449,-0.03205784845776998,-0.04931731396106917,True,-26475.999999999985,0.0,-0.04919700603821538,0.0,538162.8300599002,287719.1699400998,5
2025-03-04,002759.SZ,未知,倒接力31,799406.0,518682.0,-14006.0,0.6488342594376324,-0.017520508977916103,-0.02700305775022075,True,-14006.0,0.0,-0.026887536982234055,0.0,520910.4876082353,278495.5123917647,5
2025-03-05,601020.SH,未知,倒接力31,785400.0,506474.0,133946.00000000003,0.6448612172141583,0.17054494525082764,0.2644676725754926,True,133946.00000000003,0.0,0.2617237620405087,0.0,511783.87073340453,273616.12926659547,5
2025-03-06,603166.SH,未知,倒接力31,919346.0,597140.0,31243.0,0.6495269463292384,0.033983940757886584,0.05232106373714707,True,31243.0,0.0,0.05215284927404021,0.0,599066.0229478896,320279.97705211036,5
2025-03-07,603822.SH,未知,倒接力31,950589.0,606417.0,20538.0,0.6379381625497454,0.02160555192622679,0.033867784049589636,True,20538.0,0.0,0.03315657536948427,0.0,619424.6471818135,331164.3528181865,5
2025-03-11,605100.SH,未知,倒接力31,971127.0,623578.0,90518.0,0.6421178692385239,0.09320923010069744,0.14515906590675104,True,90518.0,0.0,0.1430418844895995,0.0,632807.6585608848,338319.34143911523,5
