ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,ma5,ma10,ma20,ma60,return,amplitude,turnover,turnover_rate,volume_ratio,price_change_5d,price_change_10d,ma_arrangement,box_size,is_yang,is_yin,yang_count_7d,yin_count_7d,adx,boll_width,gap_up,gap_down,high_drawdown,high_drawdown_flag,volatility_5d,atr,range,range_change,limit_up,limit_down,limit_up_count_7d,one_word_limit,t_limit,limit_up_open,failed_limit_up,trend_pullback,pullback_ratio,one_word_count_7d,yesterday_is_yang,yesterday_box_size,yesterday_high_drawdown,yesterday_one_word_limit,yesterday_t_limit,yesterday_failed_limit,yesterday_volume_ratio,yesterday_volume_up,yesterday_volume_down,ma5_slope,yesterday_trend_reversal,trend_slope_20d,is_trend_pullback,pullback_from_high,pullback_from_low,long_consolidation,breakout_high,consolidation_breakout,bottom_limit_up,bottom_limit_up_volume
600519.SH,20230208,1800.01,1805.97,1775.0,1784.0,1797.0,-13.0,-0.7234,16675.77,2980574.806,1806.0220000000002,1834.9059999999997,1846.4665,,-0.0072342793544797335,1.7234279354479705,0.5771000722638822,0.577100072283854,0.5619952765593443,-0.03304660780392099,-0.05758055995773903,-1,0.017234279354479704,0,1,1.0,6.0,,0.08265038477981247,0,0,1.2165207616959324,0,0.08338711770347139,39.50981248310599,0.017234279354479704,0.4682264566346066,0,0,0.0,0,0,0,0,0,-2.879256177396211e-05,0.0,0.0,0.011738161559888544,0.0,0.0,0.0,0.0,0.7340838007607254,0,0,-12.193999999999733,0,-1.6341278195488744,0,,0.0,0,0,0,0,0
600519.SH,20230209,1778.0,1829.75,1775.01,1818.0,1784.0,34.0,1.9058,29753.66,5401399.088,1802.4,1828.685,1847.3165000000001,,0.01905829596412567,3.0683856502242155,1.0631492463078234,1.0631492463458114,1.0027724342479583,-0.0098632434875906,-0.0330867296738131,-1,0.030683856502242157,1,0,2.0,5.0,,0.08078843836415994,0,0,0.6421642300860773,0,0.20326064927897283,40.59768302002699,0.030683856502242157,0.7803968399912529,0,0,0.0,0,0,0,0,1,0.01517421216156231,0.0,0.0,0.017234279354479704,0.0,0.0,0.0,0.0,0.5619952765593443,0,0,-3.622000000000071,0,-2.758684210526319,-1,,0.01905829596412556,0,0,0,0,0
600519.SH,20230210,1810.1,1818.49,1801.05,1810.0,1818.0,-8.0,-0.44,17984.51,3253859.317,1800.8,1823.6839999999997,1847.628,,-0.004400440044004417,0.9592959295929623,0.6506607008788695,0.6506607009024097,0.6843597931757747,-0.004400440044004417,-0.026886952220686933,-1,0.009592959295929623,0,1,2.0,5.0,,0.08003785038858635,0,0,0.46687086538831724,0,0.19325691538853787,38.94356280431078,0.009592959295929623,-0.6873613557921365,0,0,0.0,0,0,0,0,1,0.009823411816970266,0.0,1.0,0.030683856502242157,0.0,0.0,0.0,0.0,1.0027724342479583,0,0,-1.6000000000001364,0,-3.9793533834586503,-1,,0.014573991031390135,0,0,0,0,0
600519.SH,20230213,1810.0,1874.5,1810.0,1856.35,1810.0,46.35,2.5608,38146.7,7058382.498,1813.0700000000002,1820.5189999999998,1848.3854999999999,,0.0256077348066297,3.56353591160221,1.3624378567851279,1.3624378568337883,1.5032311428658123,0.034178272980501356,-0.01676377118644068,-1,0.0356353591160221,1,0,3.0,4.0,,0.08003910681154013,0,0,0.9682582021872548,0,0.2325942594144368,40.76902260400287,0.0356353591160221,2.7147409904201822,0,0,0.0,0,0,0,0,1,0.03388175856420316,0.0,0.0,0.009592959295929623,0.0,0.0,0.0,0.0,0.6843597931757747,0,0,12.27000000000021,0,-3.956248120300757,0,,0.04055493273542596,0,0,0,0,0
600519.SH,20230214,1856.46,1857.4,1835.0,1843.79,1856.35,-12.56,-0.6766,19565.76,3601769.574,1822.4279999999999,1820.3220000000001,1847.8524999999997,,-0.006765965469873625,1.2066690009965841,0.7027790554149742,0.7027790554402172,0.8010454741972253,0.026037840845854143,-0.001067311026352269,0,0.012066690009965842,0,1,3.0,4.0,,0.08003096123143191,0,0,0.73274469688813,0,0.2508069266217885,39.45694956085981,0.012066690009965842,-0.6613843578598733,0,0,0.0,0,0,0,0,0,0.01918978417803074,0.0,1.0,0.0356353591160221,0.0,0.0,0.0,0.0,1.5032311428658123,1,0,9.35799999999972,1,-3.926142857142861,-1,,0.03351457399103137,0,0,0,0,0
600519.SH,20230215,1843.78,1855.3,1835.81,1841.0,1843.79,-2.79,-0.1513,18176.91,3351422.211,1833.828,1819.925,1847.655,,-0.0015131875105082182,1.057061812896263,0.658264425456897,0.6582644254807356,0.7351480907894795,0.03195067264573992,-0.002151796506176251,0,0.010570618128962631,0,1,2.0,5.0,,0.08009476249082445,0,0,0.7707648358755972,0,0.23569503949532034,38.03073887794125,0.010570618128962631,-0.12398361769197763,0,0,0.0,0,0,0,0,0,0.011708840741879816,0.0,0.0,0.012066690009965842,0.0,0.0,0.0,0.0,0.8010454741972253,0,0,11.400000000000091,0,-4.069864661654139,-1,,0.03195067264573991,0,0,0,0,0
600519.SH,20230216,1841.34,1887.0,1828.0,1861.82,1841.0,20.82,1.1309,33245.95,6196915.13,1842.5919999999999,1822.4959999999999,1849.0459999999998,,0.011309071156979877,3.2047800108636606,1.1699718526375205,1.1699718526786935,1.3076618337201993,0.024103410341034026,0.01400242904836868,0,0.03204780010863661,1,0,3.0,4.0,22.044501534892987,0.07999867298017627,0,0,1.3343932167461614,0,0.21498013403651084,39.52854324380259,0.03204780010863661,2.031781085803133,0,0,0.0,0,0,0,0,0,0.024100831871624394,0.0,0.0,0.010570618128962631,0.0,0.0,0.0,0.0,0.7351480907894795,0,0,8.763999999999896,0,-4.083112781954892,0,,0.04362107623318382,0,0,0,0,0
600519.SH,20230217,1850.16,1873.0,1820.05,1820.78,1861.82,-41.04,-2.2043,26442.83,4880328.952,1844.748,1822.774,1845.735,,-0.022042947223684384,2.8439913632896867,0.9396487912248455,0.939648791258236,0.9751877422726304,0.005955801104972291,0.0015291529152914318,0,0.028439913632896868,0,1,3.0,4.0,22.628445642097002,0.07887096961469532,0,0,2.7880405766150576,0,0.2871611037994644,40.48721872638812,0.028439913632896868,-0.11257828816672644,0,0,0.0,0,0,0,0,0,0.015314828908880753,0.0,1.0,0.03204780010863661,0.0,0.0,0.0,0.0,1.3076618337201993,0,0,2.1560000000001764,0,-3.887639097744365,0,,0.020616591928251105,0,0,0,0,0
600519.SH,20230220,1821.0,1878.8,1817.2,1875.0,1820.78,54.22,2.9778,29668.69,5488800.056,1848.4779999999998,1830.774,1843.8399999999997,,0.029778446599808994,3.3831654565625673,1.0679025992008013,1.0679025992392397,1.1671383682189493,0.010046596816333242,0.04456824512534818,0,0.033831654565625674,1,0,3.0,4.0,23.290411649456797,0.07318831675071696,0,0,0.20225675963380638,0,0.310003541332237,41.9952745316461,0.033831654565625674,0.18958359024311866,0,0,0.0,0,0,0,0,0,0.01640376569264017,0.0,0.0,0.028439913632896868,0.0,0.0,0.0,0.0,0.9751877422726304,0,0,3.729999999999791,0,-2.4090676691729342,0,,0.05100896860986547,0,0,0,0,0
600519.SH,20230221,1874.0,1874.0,1851.0,1867.0,1875.0,-8.0,-0.4267,18750.52,3491633.51,1853.1200000000001,1837.774,1841.7899999999997,,-0.004266666666666641,1.2266666666666668,0.6780211753817295,0.6780211754062467,0.7423896285304102,0.012588201476307015,0.0389538119087367,0,0.012266666666666667,0,1,3.0,4.0,23.90509437057661,0.06711421577969001,0,0,0.3735325506937033,0,0.3059547458987378,40.70989777938566,0.012266666666666667,-0.6374204329004324,0,0,0.0,0,0,0,0,0,0.011267484026938288,0.0,1.0,0.033831654565625674,0.0,0.0,0.0,0.0,1.1671383682189493,0,0,4.64200000000028,0,-1.0651578947368439,0,,0.04652466367713005,0,0,0,0,0
600519.SH,20230222,1855.01,1863.9,1831.8,1836.0,1867.0,-31.0,-1.6604,21869.16,4031016.045,1852.1200000000001,1842.9739999999997,1838.9399999999998,,-0.016604177825388367,1.7193358328869917,0.7896405578149347,0.7896405578434467,0.8412694077382062,-0.0027159152634438355,0.029147982062780242,1,0.017193358328869916,0,1,2.0,5.0,23.680371112115548,0.06218843365111956,0,0,1.4968614196040608,0,0.33616670286709827,40.31633365228669,0.017193358328869916,0.40163247246222133,0,0,0.0,0,0,0,0,1,0.010971211368593916,0.0,0.0,0.012266666666666667,0.0,0.0,0.0,0.0,0.7423896285304102,0,0,-1.0,0,-0.3392932330827077,-1,,0.02914798206278027,0,0,0,0,0
600519.SH,20230223,1840.0,1848.8,1805.25,1818.0,1836.0,-18.0,-0.9804,21880.97,3983991.208,1843.3560000000002,1842.9739999999997,1835.8294999999998,,-0.009803921568627416,2.3720043572984726,0.7922954206560983,0.7922954206847868,0.9223745758972287,-0.02353610982801768,0.0,1,0.023720043572984725,0,1,2.0,5.0,22.50823279489956,0.05945062844540545,0,0,1.6659454781479854,0,0.3231374379113622,40.54730981998049,0.023720043572984725,0.3796050265034985,0,0,0.0,0,0,0,0,1,0.02067207853501994,0.0,0.0,0.017193358328869916,0.0,0.0,0.0,0.0,0.8412694077382062,0,0,-8.763999999999896,1,0.013195488721804316,0,0.037076271186440676,,0,0,0,0,0
600519.SH,20230224,1810.11,1810.19,1782.18,1788.0,1818.0,-30.0,-1.6502,24634.61,4415621.498,1836.8,1840.774,1832.2289999999998,,-0.01650165016501648,1.54070407040704,0.8935788586343999,0.893578858666813,1.0545281216945146,-0.018003273322422242,-0.012154696132596676,0,0.015407040704070401,0,1,2.0,5.0,21.106272310538763,0.06238844964687085,0,0,1.2258381716836384,0,0.30623222954429485,40.209644832839025,0.015407040704070401,-0.35046322083413806,0,0,0.0,0,0,0,0,0,-0.014487151567944197,0.0,0.0,0.023720043572984725,0.0,0.0,0.0,0.0,0.9223745758972287,0,0,-6.556000000000267,0,-0.28828571428571437,0,,0.002242152466367713,0,0,0,0,0
600519.SH,20230227,1778.5,1815.0,1775.02,1810.41,1788.0,22.41,1.2534,22064.89,3978128.676,1823.882,1836.1800000000003,1828.3494999999998,,0.012533557046980004,2.2360178970917235,0.8210009556319792,0.8210009556625274,1.0102957734032416,-0.03444799999999992,-0.024747488350795876,0,0.022360178970917237,1,0,2.0,5.0,20.017139295400973,0.056624898139864974,0,0,0.2528925619834666,0,0.1910536783137087,40.19324163049338,0.022360178970917237,0.4512961574126224,0,0,0.0,0,0,0,0,0,-0.004869832587853853,0.0,0.0,0.015407040704070401,0.0,0.0,0.0,0.0,1.0545281216945146,0,0,-12.917999999999893,0,0.28060902255639275,0,0.03444799999999996,,0,0,0,0,0
600519.SH,20230228,1819.0,1822.01,1783.3,1813.74,1810.41,3.33,0.1839,23951.81,4314877.096,1813.23,1833.175,1826.7485000000001,,0.0018393623543837556,2.1381896918377623,0.9064534132476028,0.9064534132819073,1.0468316657552563,-0.02852704874129619,-0.01629795150206903,0,0.021381896918377625,0,1,2.0,5.0,18.76902707709934,0.056375620692568,0,0,0.4538943254976636,0,0.2010685539824123,40.087295799743856,0.021381896918377625,-0.04375108329016575,0,0,0.0,0,0,0,0,0,0.004842187698196022,0.0,1.0,0.022360178970917237,0.0,0.0,0.0,0.0,1.0102957734032416,0,0,-10.652000000000044,0,0.34680451127819767,0,0.03267199999999999,,0,0,0,0,0
600519.SH,20230301,1813.0,1848.0,1803.23,1838.53,1813.74,24.79,1.3668,24458.1,4475592.195,1813.736,1832.9279999999999,1826.4265,,0.013667890656874793,2.4683802529579753,0.9425862931008003,0.9425862931371265,1.0453038959271692,0.0013779956427015794,-0.0013416621401411977,0,0.024683802529579753,1,0,2.0,5.0,18.060703901935838,0.05596870697287536,0,0,0.5124458874458889,0,0.2122534593871161,40.421774671190725,0.024683802529579753,0.15442528900998287,0,0,0.0,0,0,0,0,0,0.01889139323473752,0.0,0.0,0.021381896918377625,0.0,0.0,0.0,0.0,1.0468316657552563,0,0,0.5060000000000855,0,0.802819548872183,0,0.019450666666666682,,0,0,0,0,0
600519.SH,20230302,1829.0,1838.99,1821.1,1828.0,1838.53,-10.53,-0.5727,13144.19,2405292.304,1815.736,1829.5459999999998,1826.021,,-0.005727401782946173,0.9730599990209624,0.5233157713932511,0.5233157714140861,0.6071017499648972,0.005500550055005604,-0.018165021323221286,0,0.009730599990209624,0,1,2.0,5.0,17.40297523928401,0.055778083651498465,0,0,0.5976106449736002,0,0.2016807375851803,38.812362194677114,0.009730599990209624,-0.6057900731239041,0,0,0.0,0,0,0,0,0,0.012806927879383293,0.0,1.0,0.024683802529579753,0.0,0.0,0.0,0.0,1.0453038959271692,0,0,2.0,1,0.9781954887218057,1,0.025066666666666668,,0,0,0,0,0
600519.SH,20230303,1839.77,1841.61,1802.48,1818.04,1828.0,-9.96,-0.5449,16198.06,2946842.659,1821.744,1829.2720000000002,1826.023,,-0.005448577680525202,2.1405908096280024,0.6699008417394114,0.6699008417671165,0.8113874333092392,0.016800894854586135,-0.0015048495699645503,0,0.021405908096280023,0,1,2.0,5.0,16.184851311458768,0.0557766457355416,0,0,1.2798583847828768,0,0.14910426096479512,38.83505060934302,0.021405908096280023,1.199854902864924,0,0,0.0,0,0,0,0,0,0.010904935051247589,0.0,0.0,0.009730599990209624,0.0,0.0,0.0,0.0,0.6071017499648972,0,0,6.007999999999811,0,0.7375338345864666,0,0.030378666666666686,,0,0,0,0,0
600519.SH,20230306,1818.18,1818.5,1796.77,1807.14,1818.04,-10.9,-0.5995,20645.86,3730079.522,1821.0900000000001,1822.486,1826.6299999999999,,-0.0059954676464764045,1.1952432289718609,0.894572142563574,0.8945721426023352,1.0490993619587061,-0.001806220690340865,-0.036192,-1,0.01195243228971861,0,1,2.0,5.0,15.247051972945936,0.05442366515881533,0,0,0.6246906791311465,0,0.134717517755898,37.61326128010423,0.01195243228971861,-0.4416292812265351,0,0,0.0,0,0,0,0,0,-0.0014222251508712613,0.0,0.0,0.021405908096280023,0.0,0.0,0.0,0.0,0.8113874333092392,0,0,-0.653999999999769,0,-0.02206015037593737,0,,0.012970852017937276,0,0,0,0,0
600519.SH,20230307,1805.98,1816.6,1788.0,1788.3,1807.14,-18.84,-1.0425,22785.39,4101302.456,1816.002,1814.616,1826.1950000000002,,-0.010425312925396057,1.5826111978042603,0.9905736477057593,0.9905736477488236,1.1717070376297418,-0.01402626616824909,-0.042153186930905195,0,0.015826111978042602,0,1,2.0,5.0,14.673934430500179,0.05571596542441045,0,0,1.5578553341407,0,0.14957701154491446,36.96945690295393,0.015826111978042602,0.32409133090476505,0,0,0.0,0,0,0,0,0,0.000329294791525536,0.0,0.0,0.01195243228971861,0.0,0.0,0.0,0.0,1.0490993619587061,0,0,-5.088000000000193,1,-1.037473684210524,0,,0.002410313901345266,0,0,0,0,0
600519.SH,20230308,1780.02,1785.94,1761.12,1770.42,1788.3,-17.88,-0.9998,22763.7,4035787.172,1802.3799999999999,1808.0580000000002,1825.516,,-0.009998322429122575,1.3879103058770992,0.9767056032839475,0.9767056033258543,1.191352687748856,-0.03704590080118353,-0.03571895424836602,-1,0.013879103058770992,0,1,1.0,6.0,14.965273764938974,0.05851280023061006,0,1,0.8690101571161395,0,0.039216234406146626,36.270209981314366,0.013879103058770992,-0.12302509434868913,0,0,0.0,0,0,0,0,0,-0.0091212729834995,0.0,0.0,0.015826111978042602,0.0,0.0,0.0,0.0,1.1717070376297418,0,0,-13.622000000000071,0,-2.5004962406015006,0,,0.0,0,0,0,0,0
600519.SH,20230309,1768.0,1785.0,1740.0,1770.02,1770.42,-0.4,-0.0226,27611.5,4881442.71,1790.784,1803.2599999999998,1823.1170000000002,,-0.00022593508884904967,2.541769749550954,1.1901762302136063,1.1901762302649082,1.2550167261324106,-0.03171772428884023,-0.026391639163916403,-1,0.02541769749550954,1,0,2.0,5.0,15.787972684153042,0.06428643932195627,0,0,0.8392156862745107,0,0.06561437628454096,36.89376641122048,0.02541769749550954,0.8313645620958665,0,0,0.0,0,0,0,0,0,-0.0032298702691112412,0.0,0.0,0.013879103058770992,0.0,0.0,0.0,0.0,1.191352687748856,0,0,-11.595999999999776,0,-3.4119699248120274,0,,0.0,0,0,0,0,0
600519.SH,20230310,1751.57,1781.0,1750.0,1750.0,1770.02,-20.02,-1.1311,21160.82,3725139.075,1777.1760000000002,1799.4599999999998,1820.1170000000002,,-0.011310606659811762,1.7513926396311905,0.9059221336625213,0.905922133701305,0.9202975768668769,-0.03742491914369317,-0.021252796420581643,-1,0.017513926396311906,0,1,1.0,6.0,16.551907394851817,0.0731598947199128,0,0,1.7405951712521055,0,0.07294241760129969,36.472783096133305,0.017513926396311906,-0.3109554317653661,0,0,0.0,0,0,0,0,0,0.0021517283600497876,0.0,1.0,0.02541769749550954,0.0,0.0,0.0,0.0,1.2550167261324106,0,0,-13.607999999999947,0,-4.663609022556389,0,,0.0,0,0,0,0,0
600519.SH,20230313,1751.0,1775.0,1749.0,1762.0,1750.0,12.0,0.6857,20560.43,3626476.291,1768.148,1794.619,1815.3995000000002,,0.006857142857142895,1.4857142857142858,0.9146502575385212,0.9146502575792104,0.894851179263842,-0.024978695618491198,-0.026739799271988107,-1,0.014857142857142857,1,0,2.0,5.0,17.28856908545725,0.07598278491348076,0,0,0.7323943661971831,0,0.12739784938909668,35.72472716069522,0.014857142857142857,-0.15169548387096776,0,0,0.0,0,0,0,0,0,0.0038752412128396996,0.0,0.0,0.017513926396311906,0.0,0.0,0.0,0.0,0.9202975768668769,0,0,-9.028000000000247,0,-4.921751879699246,-1,,0.006857142857142857,0,0,0,0,0
600519.SH,20230314,1763.78,1779.88,1738.5,1766.0,1762.0,4.0,0.227,23704.92,4177289.027,1763.688,1789.845,1811.5100000000002,,0.002270147559591429,2.348467650397282,1.0449156329253468,1.0449156329714069,1.0235163884503267,-0.012469943521780436,-0.026321302943089986,-1,0.02348467650397282,1,0,3.0,4.0,18.262594110934245,0.07824869503055051,0,0,0.7798278535631676,0,0.1253311552516164,36.12867522064557,0.02348467650397282,0.5806993800750937,0,0,0.0,0,0,0,0,1,0.009180762130263406,0.0,1.0,0.014857142857142857,0.0,0.0,0.0,0.0,0.894851179263842,0,0,-4.459999999999809,0,-5.179187969924812,-1,,0.009142857142857144,0,0,0,0,0
600519.SH,20230315,1778.37,1784.88,1750.12,1750.92,1766.0,-15.08,-0.8539,19212.53,3392698.49,1759.788,1781.084,1807.006,,-0.008539071347678284,1.9682899207248143,0.8449619226406203,0.8449619226777816,0.85579045738894,-0.011014335581387424,-0.0476522003992319,-1,0.019682899207248142,0,1,3.0,4.0,18.90819827761387,0.08209986886795295,0,0,1.9026489175742927,0,0.1201379969116872,36.03091270488519,0.019682899207248142,-0.16188331553477198,0,0,0.0,0,0,0,0,0,0.014258535687253293,0.0,1.0,0.02348467650397282,0.0,0.0,0.0,0.0,1.0235163884503267,0,0,-3.900000000000091,0,-5.579127819548872,-1,,0.0005257142857143272,0,0,0,0,0
600519.SH,20230316,1740.0,1770.0,1739.01,1751.99,1750.92,1.07,0.0611,17646.24,3096791.142,1756.182,1773.4829999999997,1801.5145,,0.0006111073035890424,1.7699266671235696,0.8036447795927989,0.8036447796293984,0.8626020604792847,-0.010186325578242061,-0.04158096280087531,-1,0.017699266671235697,1,0,4.0,3.0,19.830259645627542,0.08147601980469968,0,0,1.0175141242937846,0,0.12114272524745527,35.670847511679106,0.017699266671235697,-0.10077948960293315,0,0,0.0,0,0,0,0,0,0.00786820500380939,0.0,0.0,0.019682899207248142,0.0,0.0,0.0,0.0,0.85579045738894,0,0,-3.6059999999999945,0,-5.499586466165413,-1,,0.0011371428571428624,0,0,0,0,0
600519.SH,20230317,1770.0,1775.89,1736.0,1742.0,1751.99,-9.99,-0.5702,27022.91,4744249.369,1754.5819999999999,1765.8790000000001,1797.5755000000001,,-0.005702087340681228,2.276839479677401,1.2290534782525282,1.229053478308428,1.2493597836205026,-0.00457142857142856,-0.04182526237046491,-1,0.022768394796774012,0,1,4.0,3.0,20.363966747539223,0.08588172070640832,0,0,1.9083389173879066,0,0.09847378283218962,35.97221554655918,0.022768394796774012,0.2864032854975007,0,0,0.0,0,0,0,0,0,0.012144203006756152,0.0,1.0,0.017699266671235697,0.0,0.0,0.0,0.0,0.8626020604792847,0,0,-1.6000000000001364,0,-6.045601503759397,0,,0.0,0,0,0,0,0
600519.SH,20230320,1751.0,1755.0,1728.0,1729.6,1742.0,-12.4,-0.7118,20490.93,3557872.017,1748.102,1758.125,1790.3055,,-0.007118254879448949,1.5499425947187142,0.951832361316825,0.951832361361039,0.9479736444754057,-0.018388195232690197,-0.04290757771949061,-1,0.015499425947187142,0,1,3.0,4.0,21.107293351528913,0.08263741500721793,0,0,1.4472934472934524,0,0.0766829289431822,35.33134300751924,0.015499425947187142,-0.3192569750510822,0,0,0.0,0,0,0,0,0,0.003945993998061847,0.0,0.0,0.022768394796774012,0.0,0.0,0.0,0.0,1.2493597836205026,0,0,-6.479999999999791,0,-5.794187969924813,0,,0.0,0,0,0,0,0
600519.SH,20230321,1735.0,1785.85,1723.97,1775.0,1729.6,45.4,2.6249,31141.82,5491052.284,1749.902,1756.795,1785.7055,,0.026248843663274846,3.5777058279370886,1.4061136269639576,1.4061136270274464,1.347962328169736,0.005096262740656776,-0.007437230889671742,-1,0.03577705827937089,1,0,4.0,3.0,20.252867747172285,0.07308259780714438,0,0,0.6075538259092258,0,0.22996447290209845,37.227675649839284,0.03577705827937089,1.308282797135707,0,0,0.0,0,0,0,0,1,0.02054286468613663,0.0,0.0,0.015499425947187142,0.0,0.0,0.0,0.0,0.9479736444754057,0,0,1.7999999999999545,0,-4.801872180451131,-1,,0.0262488436632748,0,0,0,0,0
600519.SH,20230322,1780.0,1793.0,1765.55,1773.35,1775.0,-1.65,-0.093,15330.26,2727648.674,1754.3879999999997,1757.0880000000002,1782.5730000000003,,-0.0009295774647888333,1.5464788732394392,0.7025623659854053,0.7025623660176027,0.6866417347832381,0.012810408242523774,0.001654974525818531,-1,0.015464788732394392,0,1,3.0,4.0,19.150444700098177,0.06864422987888442,0,0,1.0959286112660398,0,0.2157777377323295,36.52927024627934,0.015464788732394392,-0.5677456594772239,0,0,0.0,0,0,0,0,1,0.022008814469775394,0.0,1.0,0.03577705827937089,0.0,0.0,0.0,0.0,1.347962328169736,0,0,4.485999999999649,1,-4.184255639097748,-1,,0.025294865864939873,0,0,0,0,0
600519.SH,20230323,1766.0,1791.11,1765.01,1774.86,1773.35,1.51,0.0851,17355.66,3082821.551,1758.962,1757.5720000000001,1780.4160000000004,,0.0008514957566188031,1.47179067865903,0.8037174186632333,0.8037174187004524,0.7793880776615529,0.013053727475613286,0.0027344323792950487,0,0.014717906786590301,1,0,3.0,4.0,18.148614445891212,0.06631918914002981,0,0,0.9072586273316547,0,0.21564330858618475,35.784322371545095,0.014717906786590301,-0.04829564494725902,0,0,0.0,0,0,0,0,0,0.018276688183144325,0.0,0.0,0.015464788732394392,0.0,0.0,0.0,0.0,0.6866417347832381,0,0,4.5740000000002965,0,-3.7350676691729374,-1,,0.026167900092506934,0,0,0,0,0
600519.SH,20230324,1769.08,1783.6,1766.0,1778.62,1774.86,3.76,0.2118,12769.96,2269649.179,1766.286,1760.434,1779.9470000000001,,0.0021184769502946565,0.9916275086485644,0.6080644068118823,0.6080644068408364,0.6576444636205083,0.021021814006888517,0.016354285714285544,0,0.009916275086485644,1,0,4.0,3.0,17.218343495556173,0.06622486737551174,0,0,0.27921058533303533,0,0.20330936830281707,34.48544220214901,0.009916275086485644,-0.3262441982904454,0,0,0.0,0,0,0,0,0,0.009802489517552566,0.0,1.0,0.014717906786590301,0.0,0.0,0.0,0.0,0.7793880776615529,0,0,7.324000000000069,0,-3.640977443609029,-1,,0.02834181313598519,0,0,0,0,0
600519.SH,20230327,1778.6,1778.6,1756.0,1767.79,1778.62,-10.83,-0.6089,15295.55,2700755.933,1773.9239999999998,1761.0129999999997,1777.816,,-0.006088990340825995,1.2706480304955476,0.7402553568584791,0.7402553568943051,0.8322455675471266,0.022080249768732685,0.0032860385925084223,0,0.012706480304955477,0,1,3.0,4.0,16.792052242066358,0.0646203116159276,0,0,0.6077814011019873,0,0.19978944691671266,33.63791061628122,0.012706480304955477,0.28137634284394286,0,0,0.0,0,0,0,0,0,0.002635964111202148,0.0,1.0,0.009916275086485644,0.0,0.0,0.0,0.0,0.6576444636205083,0,0,7.637999999999693,0,-3.3336541353383513,0,,0.02208024976873269,0,0,0,0,0
600519.SH,20230328,1770.0,1790.0,1765.02,1781.8,1767.79,14.01,0.7925,17261.35,3073113.077,1775.284,1762.593,1776.2190000000003,,0.007925149480424665,1.413063768886577,0.849141202129085,0.849141202170857,1.106315529327374,0.0038309859154930237,0.008946772366930977,0,0.01413063768886577,1,0,4.0,3.0,15.8126040334846,0.06202537857759742,0,0,0.45810055865922045,0,0.08053687419919646,33.019488429403985,0.01413063768886577,0.11208118611374052,0,0,0.0,0,0,0,0,0,0.008289377924884071,0.0,0.0,0.012706480304955477,0.0,0.0,0.0,0.0,0.8322455675471266,0,0,1.3600000000003547,0,-2.7095187969924854,0,,0.030180388529139714,0,0,0,0,0
600519.SH,20230329,1799.0,1800.0,1785.07,1790.0,1781.8,8.2,0.4602,15392.99,2761909.333,1778.614,1766.5009999999997,1773.7925000000002,,0.0046020877764059165,0.837916713435855,0.7744996685984307,0.7744996686373997,0.985775821381122,0.009389009501790557,0.02231969478902518,0,0.00837916713435855,0,1,4.0,3.0,14.940832193348992,0.05374763102632935,0,0,0.5555555555555556,0,0.08270492145134417,31.96095354158942,0.00837916713435855,-0.4070213023039355,0,0,0.0,0,0,0,0,0,0.012023969225475549,0.0,1.0,0.01413063768886577,0.0,0.0,0.0,0.0,1.106315529327374,0,0,3.3299999999999272,0,-1.5287894736842156,0,,0.03492136910268276,0,0,0,0,0
600519.SH,20230330,1793.0,1805.0,1779.0,1800.0,1790.0,10.0,0.5587,19257.01,3453573.052,1783.6419999999998,1771.3020000000001,1772.3925000000004,,0.005586592178770999,1.452513966480447,0.9542434861244042,0.9542434861716899,1.2039113563598272,0.014164497481491622,0.027403124447057392,0,0.01452513966480447,1,0,4.0,3.0,13.917018701241583,0.048062255788531655,0,0,0.2770083102493075,0,0.0857643292979153,31.535171145761606,0.01452513966480447,0.7334825086904548,0,0,0.0,0,0,0,0,0,0.011974376023888301,0.0,0.0,0.00837916713435855,0.0,0.0,0.0,0.0,0.985775821381122,0,0,5.027999999999793,0,-0.29848872180451563,0,,0.040703052728954726,0,0,0,0,0
600519.SH,20230331,1825.0,1848.0,1819.0,1820.0,1800.0,20.0,1.1111,27446.33,5024790.356,1791.9180000000001,1779.102,1772.4905000000003,,0.011111111111111072,1.6111111111111112,1.3231733137903428,1.3231733138541322,1.449835890439238,0.02326522809818865,0.04477611940298498,1,0.01611111111111111,0,1,4.0,3.0,14.58171217733032,0.04854089679731957,1,0,1.5151515151515151,0,0.10308515183355449,32.71123034963578,0.01611111111111111,0.10918803418803424,0,0,0.0,0,0,0,0,0,-0.015113414787953399,0.0,1.0,0.01452513966480447,0.0,0.0,0.0,0.0,1.2039113563598272,0,0,8.276000000000295,0,1.1023684210526277,0,0.0,,0,0,0,0,0
600519.SH,20230403,1825.0,1827.77,1800.08,1802.07,1820.0,-17.93,-0.9852,21417.43,3875811.673,1798.774,1786.3489999999997,1772.2370000000003,1813.0115,-0.009851648351648423,1.5214285714285745,1.0306064034259406,1.0306064034755333,1.0626349105448756,0.019391443553815835,0.041899861239592884,1,0.015214285714285744,0,1,3.0,4.0,14.310749552124074,0.04768250526449172,0,0,1.4060850106960965,0,0.12814280275895323,32.35257103894751,0.015214285714285744,-0.055665024630540016,0,0,0.0,0,0,0,0,0,-0.0007260500763297892,0.0,0.0,0.01611111111111111,0.0,0.0,0.0,0.0,1.449835890439238,0,0,6.855999999999767,0,2.072030075187967,1,0.009851648351648387,,0,0,0,0,0
