total_return_rate,trade_days,total_days,trade_day_ratio,win_rate,max_drawdown,drawdown_start,drawdown_end,avg_daily_ratio,avg_daily_real_return,avg_daily_budget_return,final_budget,base_budget_total_return_rate,remaining_budget_total_return_rate,base_budget_total_return,remaining_budget_total_return,total_trade_count,avg_trade_count,avg_trade_ratio,fitness
3.8944549999999993,184,184,1.0,0.5217391304347826,0.09834438022927132,43,48,0.2833226316405762,0.009104750630552305,0.032059744123757436,978891.0,3.8944549999999993,0.0,778890.9999999999,0,367,1.9945652173913044,0.2833226316405762,24.761557689990237
