total_return_rate,trade_days,total_days,trade_day_ratio,win_rate,max_drawdown,drawdown_start,drawdown_end,avg_daily_ratio,avg_daily_real_return,avg_daily_budget_return,final_budget,base_budget_total_return_rate,remaining_budget_total_return_rate,base_budget_total_return,remaining_budget_total_return,total_trade_count,avg_trade_count,avg_trade_ratio,fitness
3.4793749999999988,184,184,1.0,0.5217391304347826,0.0929115707242108,43,48,0.26628968607860115,0.008572889508653272,0.03193968093969517,895875.0,3.4793749999999988,0.0,695874.9999999998,0,367,1.9945652173913044,0.26628968607860115,21.520124117988907
