total_return_rate,trade_days,total_days,trade_day_ratio,win_rate,max_drawdown,drawdown_start,drawdown_end,avg_daily_ratio,avg_daily_real_return,avg_daily_budget_return,final_budget,base_budget_total_return_rate,remaining_budget_total_return_rate,base_budget_total_return,remaining_budget_total_return,total_trade_count,avg_trade_count,avg_trade_ratio,fitness
3.8253799999999987,184,184,1.0,0.5489130434782609,0.09817520436511902,43,57,0.3117729055279632,0.008979585558889523,0.03603138365760793,965076.0,3.6094049999999993,0.21597499999999992,721880.9999999999,43194.999999999985,874,4.75,0.3117729055279632,29.417277476458516
