strategy_name,stock_code,stock_name,trade_date,buy_price,sell_price,sell_date,return_rate,profit,is_profitable,sell_tick_steps,date,daily_budget,daily_investment,daily_return,daily_ratio,daily_real_return_rate,daily_budget_return_rate,has_trade,base_budget_return,remaining_budget_return,base_budget_return_rate,remaining_budget_return_rate,base_budget,remaining_budget,trade_count
倒接力31,001337.SZ,未知,2025-04-22,27.29,26.86,2025-04-23,-0.0157566874312935,-47214.0,False,275,2025-04-22,419400.0,132169.0,-3241.0,0.315138292799237,-0.0077277062470195515,-0.024521635179202386,True,-3241.0,0.0,-0.02344538793537549,0.0,138236.14302878856,281163.85697121144,5
倒接力31,600800.SH,未知,2025-04-25,3.35,3.23,2025-04-28,-0.035820895522388,-105696.0,False,5,2025-04-25,416159.0,136548.0,-4118.0,0.32811497528588834,-0.009895256380373847,-0.030157893195066936,True,-4118.0,0.0,-0.030021602418873285,0.0,137167.8947227411,278991.1052772589,5
倒接力31,002068.SZ,未知,2025-04-28,11.9,11.25,2025-04-29,-0.0546218487394958,-155350.0,False,2,2025-04-28,412041.0,132673.0,-5548.0,0.32198980198572474,-0.013464679485779328,-0.04181709918370731,True,-5548.0,0.0,-0.04085101372627134,0.0,135810.58323730345,276230.4167626966,5
倒接力31,603286.SH,未知,2025-04-30,32.12,34.64,2025-05-06,0.078455790784558,210924.0,True,385,2025-04-30,406493.0,127880.0,10680.0,0.3145933632313472,0.026273515165082792,0.08351579605880513,True,10680.0,0.0,0.07971223747136032,0.0,133981.9372632364,272511.0627367636,5
倒接力31,000665.SZ,未知,2025-05-06,5.01,5.04,2025-05-07,0.0059880239520958,17367.0,True,435,2025-05-06,417173.0,135779.0,1812.9999999999964,0.32547408389325294,0.004345918839426321,0.013352580295922022,True,1812.9999999999964,0.0,0.013185251854689075,0.0,137502.11372376923,279670.8862762308,5
倒接力31,603086.SH,未知,2025-05-07,9.86,9.51,2025-05-08,-0.035496957403651,-103565.0,False,2,2025-05-07,418986.0,135905.0,-3715.9999999999964,0.3243664466115813,-0.008869031423484308,-0.027342629042345728,True,-3715.9999999999964,0.0,-0.026908098689028628,0.0,138099.68675026228,280886.3132497377,5
倒接力31,002977.SZ,未知,2025-05-08,34.95,40.25,2025-05-09,0.1516452074391987,426650.0,True,18,2025-05-08,415270.0,121828.0,19047.000000000004,0.29337057817805284,0.0458665446576926,0.15634336934038154,True,19047.000000000004,0.0,0.13915629015654873,0.0,136874.87628890088,278395.12371109915,5
倒接力31,603338.SH,未知,2025-05-13,51.99,49.44,2025-05-14,-0.0490478938257358,-158865.0,False,2,2025-05-13,434317.0,127717.0,-4117.0,0.2940640131516841,-0.009479251330249565,-0.032235332806126046,True,-4117.0,0.0,-0.028759468549977723,0.0,143152.8539147219,291164.14608527813,5
倒接力31,000710.SZ,未知,2025-05-14,13.99,13.77,2025-05-15,-0.0157255182273052,-48466.0,False,385,2025-05-14,430200.0,140000.0,-2300.0,0.32543003254300323,-0.005346350534635054,-0.016428571428571428,True,-2300.0,0.0,-0.01622050040674946,0.0,141795.87203382174,288404.12796617823,5
倒接力31,002961.SZ,未知,2025-05-15,16.73,16.31,2025-05-16,-0.0251046025104603,-76146.0,False,35,2025-05-15,427900.0,136648.0,-2906.0000000000255,0.31934564150502454,-0.006791306379995385,-0.021266319302148774,True,-2906.0000000000255,0.0,-0.02060440803225314,0.0,141037.78159756467,286862.2184024353,5
