total_return_rate,trade_days,total_days,trade_day_ratio,win_rate,max_drawdown,drawdown_start,drawdown_end,avg_daily_ratio,avg_daily_real_return,avg_daily_budget_return,final_budget,base_budget_total_return_rate,remaining_budget_total_return_rate,base_budget_total_return,remaining_budget_total_return,total_trade_count,avg_trade_count,avg_trade_ratio,fitness
3.9115399999999996,184,184,1.0,0.5434782608695652,0.09949140093404842,43,57,0.3148287867672236,0.0090818259146361,0.03585020665373623,982308.0,3.749679999999999,0.16186000000000003,749935.9999999998,32372.000000000007,873,4.744565217391305,0.3148287867672236,30.16431045445353
