total_return_rate,trade_days,total_days,trade_day_ratio,win_rate,max_drawdown,drawdown_start,drawdown_end,avg_daily_ratio,avg_daily_real_return,avg_daily_budget_return,final_budget,base_budget_total_return_rate,remaining_budget_total_return_rate,base_budget_total_return,remaining_budget_total_return,total_trade_count,avg_trade_count,avg_trade_ratio,fitness
5.80231,143,143,1.0,0.6223776223776224,0.1498436322684664,31,35,0.49821115012100775,0.014470548069322882,0.03460593856285165,1360462.0,4.4686,1.3337100000000004,893720.0,266742.00000000006,1851,12.944055944055943,0.49821115012100775,42.92558884189878
