date,stock_code,stock_name,strategy_name,daily_budget,daily_investment,daily_return,daily_ratio,daily_real_return_rate,daily_budget_return_rate,has_trade,base_budget_return,remaining_budget_return,base_budget_return_rate,remaining_budget_return_rate,base_budget,remaining_budget,trade_count
2024-09-06,002805.SZ,未知,首红断低吸1,200000.0,109141.0,-3411.0,0.545705,-0.017055,-0.03125314959547741,True,-2968.0,-443.0,-0.03253234321926952,-0.0040728997475133295,91232.28474492418,108767.71525507582,18
2024-09-09,600686.SH,未知,首红断低吸1,196589.0,121961.0,-7605.0,0.6203856777337491,-0.038684768730702125,-0.06235599904887628,True,-5796.0,-1809.0,-0.06463244835373705,-0.016920350030840574,89676.3181285995,106912.6818714005,5
2024-09-10,002823.SZ,未知,首红断低吸1,188984.0,77040.0,-370.0,0.4076535579731618,-0.0019578377005460778,-0.00480269989615784,True,-370.0,0.0,-0.0042919843693928865,0.0,86207.21050117374,102776.78949882626,11
2024-09-19,600272.SH,未知,首红断低吸1,188614.0,94741.0,-3573.000000000002,0.5023009956843076,-0.01894345064523313,-0.03771334480320032,True,-2793.000000000002,-780.0,-0.03246223780305366,-0.007604149856428977,86038.43077439565,102575.56922560435,11
2024-09-20,603607.SH,未知,首红断低吸1,185041.0,78460.0,4040.0,0.4240141374073854,0.02183299917315622,0.05149120570991588,True,4040.0,0.0,0.04786244087649231,0.0,84408.56600742757,100632.43399257243,11
2024-09-23,000815.SZ,未知,首红断低吸1,189081.0,81225.0,2825.999999999999,0.4295777999904803,0.01494597553429482,0.034792243767313005,True,2825.999999999999,0.0,0.03276466346553129,0.0,86251.45815927503,102829.54184072497,11
2024-09-25,002549.SZ,未知,首红断低吸1,191907.0,83110.0,640.0,0.4330743537234181,0.0033349486991094647,0.007700637709060282,True,640.0,0.0,0.007310895936528672,0.0,87540.57034272082,104366.42965727918,11
2024-10-16,002130.SZ,未知,首红断低吸1,192547.0,100273.0,7420.999999999998,0.5207715518808395,0.03854123928183767,0.0740079582739122,True,2368.000000000002,5052.999999999996,0.026960403402900138,0.04825502350552677,87832.51365390458,104714.48634609542,9
2024-10-21,002094.SZ,未知,首红断低吸1,199968.0,90270.0,37980.0,0.45142222755640904,0.18993038886221794,0.42073778664007977,True,37980.0,0.0,0.4163666171317385,0.0,91217.68757936498,108750.31242063502,4
2024-10-28,600171.SH,未知,首红断低吸1,237948.0,66390.0,13578.0,0.27901054011800897,0.05706288768974734,0.20451875282422052,True,13578.0,0.0,0.12509362853136724,0.0,108542.69845242609,129405.30154757391,8
2024-10-30,000158.SZ,未知,首红断低吸1,251526.0,74973.0,8499.0,0.29807256506285634,0.033789747381980394,0.11336080989156096,True,8499.0,0.0,0.07407410101907007,0.0,114736.45826375899,136789.54173624102,8
2024-11-07,002565.SZ,未知,首红断低吸1,260025.0,116371.0,1711.0,0.44753773675608116,0.006580136525334102,0.014702975827310928,True,1711.0,0.0,0.014425017511578207,0.0,118613.37420399454,141411.62579600548,11
2024-11-08,603336.SH,未知,首红断低吸1,261736.0,141243.0,-9403.0,0.5396391784087783,-0.035925512730384815,-0.0665732107077873,True,-6315.0,-3088.0,-0.05289216431641306,-0.021694209029333573,119393.86639998737,142342.13360001263,10
2024-11-12,603068.SH,未知,首红断低吸1,252333.0,107967.0,7485.0,0.4278750698481768,0.0296631831746145,0.06932673872572175,True,6795.0,690.0,0.05903327190414748,0.005028113000780012,115104.58053270476,137228.41946729523,14
2024-11-14,600787.SH,未知,首红断低吸1,259818.0,156790.0,38120.0,0.6034608841573716,0.14671808727647814,0.24312775049429172,True,21733.0,16387.0,0.1833715217862706,0.11597388559646019,118518.94878928355,141299.05121071645,24
2024-11-19,002403.SZ,未知,首红断低吸1,297938.0,175662.0,60042.00000000003,0.5895924655465231,0.2015251495277542,0.3418041465997201,True,22968.00000000002,37074.000000000015,0.16899689523226455,0.2288092287343635,135907.8222616661,162030.1777383339,7
2024-11-20,600327.SH,未知,首红断低吸1,357980.0,167074.0,32939.0,0.4667132242024694,0.09201352030839711,0.19715216012066508,True,31498.999999999996,1440.0,0.19289432345370575,0.007396626993448684,163296.66646493977,194683.33353506023,14
2024-11-21,603110.SH,未知,首红断低吸1,390919.0,169146.0,4302.000000000004,0.4326881016271913,0.011004837319240056,0.0254336490369267,True,4302.000000000004,0.0,0.024124874982597265,0.0,178322.16760100506,212596.83239899494,10
2024-11-22,600345.SH,未知,首红断低吸1,395221.0,278381.0,1779.0,0.7043679359143366,0.004501279031225568,0.006390522341682802,True,513.0,1266.0,0.002845501356480347,0.0058901137598248235,180284.5740458684,214936.4259541316,6
2024-11-25,603138.SH,未知,首红断低吸1,397000.0,267055.0,-21575.000000000022,0.6726826196473552,-0.05434508816120912,-0.08078860159892165,True,-11988.00000000001,-9587.000000000016,-0.06619690307233553,-0.04440401189441164,181096.08521867447,215903.91478132553,13
2024-11-27,600119.SH,未知,首红断低吸1,375425.0,209416.0,6991.999999999996,0.5578104814543517,0.018624225877339005,0.0333880887802269,True,5299.999999999996,1691.9999999999998,0.03094810949425841,0.008287187385123108,171254.40250181578,204170.59749818422,7
2024-11-28,002582.SZ,未知,首红断低吸1,382417.0,189859.0,27442.0,0.49647112968304236,0.07175936216224697,0.14453884198273456,True,20258.0,7184.0,0.11612903606085985,0.03454292607489635,174443.88317649835,207973.11682350165,12
2024-12-02,001228.SZ,未知,首红断低吸1,409859.0,163092.0,-3372.0,0.39792221227300123,-0.008227219604790916,-0.020675446986976674,True,-3372.0,0.0,-0.018035763606695485,0.0,186961.86496634939,222897.13503365061,11
2024-12-03,002154.SZ,未知,首红断低吸1,406487.0,260447.0,-10391.0,0.640726517699213,-0.025562933131932877,-0.039896792821572144,True,-6768.0,-3622.999999999999,-0.036500190722327255,-0.01638897010002229,185423.68864554996,221063.31135445004,20
2024-12-04,000759.SZ,未知,首红断低吸1,396096.0,178127.0,40759.0,0.44970663677492323,0.10290182178057844,0.22881988693460284,True,40759.0,0.0,0.22558203396589502,0.0,180683.71529162742,215412.28470837258,11
2024-12-06,002598.SZ,未知,首红断低吸1,436855.0,257572.0,3716.000000000006,0.5896052465921187,0.008506254935848293,0.014427033994378294,True,1221.0000000000018,2495.000000000004,0.006127168132253592,0.010501787564160207,199276.39876121926,237578.60123878074,18
2024-12-09,603662.SH,未知,首红断低吸1,440571.0,26120.0,6680.000000000002,0.05928669839821504,0.015162141856817635,0.25574272588055136,True,6680.000000000002,0.0,0.033238544664773835,0.0,200971.49461177996,239599.50538822004,2
2024-12-10,603516.SH,未知,首红断低吸1,447251.0,219560.0,-823.9999999999927,0.49091002591386046,-0.0018423659198078769,-0.003752960466387287,True,-1658.9999999999927,835.0,-0.008131609420204048,0.003432931557138349,204018.6529222604,243232.3470777396,15
2024-12-12,002269.SZ,未知,首红断低吸1,446427.0,247879.0,36496.999999999985,0.555250914483219,0.08175356777255853,0.14723716006599988,True,20355.0,16141.999999999985,0.0999544418363494,0.0664870218007125,203642.7759091113,242784.2240908887,10
2024-12-17,000610.SZ,未知,首红断低吸1,482924.0,325890.0,-9018.0,0.6748266808027764,-0.01867374576537923,-0.027671913835956918,True,-8121.0,-897.0,-0.03686482408728108,-0.0034154162749699107,220291.2993907888,262632.7006092112,14
2024-12-18,001389.SZ,未知,首红断低吸1,473906.0,238054.0,19802.0,0.5023232455381447,0.041784657716931205,0.08318280726221781,True,15156.0,4646.0,0.07010900990249047,0.01802673140811442,216177.6356716402,257728.3643283598,13
2024-12-19,002235.SZ,未知,首红断低吸1,493708.0,328539.0,-37992.0,0.6654520485793222,-0.07695236860654477,-0.115639239177084,True,-28383.0,-9609.0,-0.12602873503463088,-0.03578804860852543,225210.54418423513,268497.45581576484,22
2024-12-20,002512.SZ,未知,首红断低吸1,455716.0,244042.0,-28862.0,0.5355133460313002,-0.06333330407534517,-0.11826652789273978,True,-21190.0,-7672.0,-0.10193377885210078,-0.030955962160388574,207880.05937408932,247835.94062591068,17
2024-12-24,600789.SH,未知,首红断低吸1,426854.0,223951.0,-4711.0,0.5246548000018741,-0.011036560510151013,-0.02103585159253587,True,-4644.0,-67.0000000000008,-0.023850324930136016,-0.0002886193451011662,194714.3283625493,232139.6716374507,19
2024-12-26,605136.SH,未知,首红断低吸1,422143.0,185113.0,-2414.0,0.4385078042274774,-0.005718441381238111,-0.013040683258334098,True,-2414.0,0.0,-0.012536003887716436,0.0,192565.35189538263,229577.64810461737,11
2024-12-27,002660.SZ,未知,首红断低吸1,419729.0,219507.0,12008.999999999993,0.522973156489068,0.02861131825535046,0.05470896144542084,True,8214.0,3794.9999999999923,0.042900975401391525,0.016625426425245837,191464.1782185114,228264.8217814886,12
2025-01-07,600397.SH,未知,首红断低吸1,431738.0,195470.0,17330.00000000004,0.4527514372142364,0.04014008495893352,0.08865810610323856,True,17330.00000000004,0.0,0.08799535180152718,0.0,196942.22075602037,234795.77924397963,8
2025-01-10,603339.SH,未知,首红断低吸1,449068.00000000006,211331.0,-1709.0,0.4705991074848352,-0.003805659721912939,-0.008086840075521339,True,-1806.0,97.0,-0.008816314651690704,0.0003971820518615649,204847.49822916806,244220.501770832,16
2025-01-15,001282.SZ,未知,首红断低吸1,447359.00000000006,227492.0,-14246.0,0.5085222382918416,-0.03184467061129875,-0.0626219823114659,True,-12938.0,-1308.0,-0.06340046051446459,-0.005376275986614569,204067.9183560227,243291.08164397735,13
