股票代码,股票名称,交易日期,买入价格,卖出价格,收益率,收益金额,是否盈利
002779.SZ,,2024-11-14,55.51,58.61,5.58%,17360.00,是
603039.SH,,2024-11-18,58.50,56.00,-4.27%,-14000.00,否
002501.SZ,,2024-11-19,1.81,1.74,-3.87%,-12334.00,否
600292.SH,,2024-11-20,15.00,15.30,2.00%,6120.00,是
002878.SZ,,2024-11-21,14.56,15.01,3.09%,9630.00,是
002713.SZ,,2024-11-22,4.78,4.58,-4.18%,-13480.00,否
603585.SH,,2024-11-25,13.73,14.11,2.77%,8512.00,是
003021.SZ,,2024-12-02,78.00,80.60,3.33%,10400.00,是
002501.SZ,,2024-12-03,1.89,1.96,3.70%,12138.00,是
603669.SH,,2024-12-04,7.50,8.45,12.67%,43035.00,是
003041.SZ,,2024-12-05,26.91,28.88,7.32%,27974.00,是
600178.SH,,2024-12-06,13.54,13.07,-3.47%,-14241.00,否
002403.SZ,,2024-12-09,16.06,19.14,19.18%,76076.00,是
603015.SH,,2024-12-11,13.42,12.78,-4.77%,-22528.00,否
000882.SZ,,2024-12-12,2.53,2.73,7.91%,35580.00,是
605388.SH,,2024-12-13,8.21,7.56,-7.92%,-38415.00,否
002402.SZ,,2024-12-16,21.98,21.00,-4.46%,-19894.00,否
002529.SZ,,2024-12-17,10.35,9.59,-7.34%,-31388.00,否
002181.SZ,,2024-12-18,8.88,10.12,13.96%,55304.00,是
000788.SZ,,2024-12-19,7.10,6.80,-4.23%,-19050.00,否
603629.SH,,2024-12-20,19.57,20.30,3.73%,16060.00,是
002045.SZ,,2024-12-23,22.97,21.29,-7.31%,-32760.00,否
603759.SH,,2024-12-24,8.48,8.15,-3.89%,-16170.00,否
603719.SH,,2024-12-25,15.19,15.52,2.17%,8679.00,是
603711.SH,,2024-12-26,18.90,18.65,-1.32%,-5375.00,否
603236.SH,,2024-12-27,73.18,70.13,-4.17%,-16775.00,否
001258.SZ,,2024-12-30,8.50,7.96,-6.35%,-24516.00,否
603339.SH,,2024-12-31,13.22,12.20,-7.72%,-27846.00,否
000882.SZ,,2025-01-03,2.32,2.47,6.47%,21570.00,是
002552.SZ,,2025-01-06,14.46,15.74,8.85%,31360.00,是
601226.SH,,2025-01-07,7.53,7.90,4.91%,18981.00,是
002611.SZ,,2025-01-08,10.21,10.90,6.76%,27393.00,是
003021.SZ,,2025-01-09,78.47,87.54,11.56%,49885.00,是
603089.SH,,2025-01-10,10.06,9.84,-2.19%,-10560.00,否
002265.SZ,,2025-01-13,31.65,31.70,0.16%,745.00,是
002815.SZ,,2025-01-15,10.90,10.63,-2.48%,-11718.00,否
603270.SH,,2025-01-16,21.57,20.92,-3.01%,-13845.00,否
600183.SH,,2025-01-20,28.44,29.20,2.67%,11932.00,是
002718.SZ,,2025-01-23,15.99,17.02,6.44%,29561.00,是
600184.SH,,2025-01-24,11.17,10.28,-7.97%,-38893.00,否
002439.SZ,,2025-01-27,15.34,15.55,1.37%,6153.00,是
002394.SZ,,2025-02-05,8.24,8.00,-2.91%,-13272.00,否
000503.SZ,,2025-02-06,10.86,11.50,5.89%,26048.00,是
600114.SH,,2025-02-07,20.96,20.34,-2.96%,-13826.00,否
603612.SH,,2025-02-10,16.38,16.58,1.22%,5540.00,是
600979.SH,,2025-02-11,5.16,5.28,2.33%,10704.00,是
002878.SZ,,2025-02-12,19.70,20.76,5.38%,25334.00,是
600845.SH,,2025-02-13,33.80,35.14,3.96%,19564.00,是
000880.SZ,,2025-02-17,23.70,23.40,-1.27%,-6510.00,否
603516.SH,,2025-02-18,56.12,55.29,-1.48%,-7470.00,否
601777.SH,,2025-02-20,8.69,9.05,4.14%,20808.00,是
002733.SZ,,2025-02-21,18.10,19.18,5.97%,31212.00,是
000815.SZ,,2025-02-24,12.54,13.30,6.06%,33592.00,是
603767.SH,,2025-02-27,14.45,13.93,-3.60%,-21112.00,否
002369.SZ,,2025-02-28,13.65,11.88,-12.97%,-73455.00,否
000710.SZ,,2025-03-04,14.42,15.70,8.88%,43776.00,是
601020.SH,,2025-03-05,17.36,19.36,11.52%,61800.00,是
603809.SH,,2025-03-06,17.92,18.22,1.67%,10020.00,是
000997.SZ,,2025-03-07,25.65,24.40,-4.87%,-29625.00,否
605100.SH,,2025-03-11,28.80,33.37,15.87%,91857.00,是
600718.SH,,2025-03-12,14.04,13.38,-4.70%,-31548.00,否
601616.SH,,2025-03-13,5.13,5.02,-2.14%,-13717.00,否
605208.SH,,2025-03-17,16.50,16.63,0.79%,4927.00,是
002048.SZ,,2025-03-18,18.70,18.23,-2.51%,-15839.00,否
603109.SH,,2025-03-19,26.20,26.68,1.83%,11232.00,是
600579.SH,,2025-03-24,9.35,9.99,6.84%,42816.00,是
000541.SZ,,2025-03-25,8.58,8.98,4.66%,31160.00,是
600593.SH,,2025-03-27,36.50,36.65,0.41%,2865.00,是
601069.SH,,2025-03-31,15.49,17.50,12.98%,91053.00,是
603072.SH,,2025-04-03,49.04,56.55,15.31%,120911.00,是
002165.SZ,,2025-04-07,7.30,7.13,-2.33%,-21301.00,否
600354.SH,,2025-04-08,6.38,7.69,20.53%,183400.00,是
002100.SZ,,2025-04-09,6.78,6.78,0.00%,0.00,否
603069.SH,,2025-04-10,18.41,19.59,6.41%,69030.00,是
002685.SZ,,2025-04-14,6.44,6.66,3.42%,39138.00,是
002155.SZ,,2025-04-15,25.20,25.42,0.87%,10340.00,是
001368.SZ,,2025-04-18,23.50,21.93,-6.68%,-79756.00,否
600187.SH,,2025-04-21,4.00,4.23,5.75%,64147.00,是
001337.SZ,,2025-04-22,27.29,25.90,-5.09%,-60048.00,否
600800.SH,,2025-04-25,3.35,3.16,-5.67%,-63517.00,否
002068.SZ,,2025-04-28,11.90,11.09,-6.81%,-71847.00,否
603986.SH,,2025-04-30,126.93,133.36,5.07%,49511.00,是
002422.SZ,,2025-05-06,36.35,34.65,-4.68%,-48280.00,否
603286.SH,,2025-05-07,37.60,35.40,-5.85%,-57640.00,否
002977.SZ,,2025-05-08,34.95,40.25,15.16%,140450.00,是
002331.SZ,,2025-05-13,8.32,9.91,19.11%,204156.00,是
000710.SZ,,2025-05-14,13.99,13.71,-2.00%,-25452.00,否
002961.SZ,,2025-05-15,16.73,16.20,-3.17%,-39485.00,否
605188.SH,,2025-05-19,13.65,15.27,11.87%,143208.00,是
600530.SH,,2025-05-20,8.00,7.62,-4.75%,-64144.00,否
002882.SZ,,2025-05-21,19.20,23.01,19.84%,255270.00,是
002347.SZ,,2025-05-22,7.94,7.65,-3.65%,-56318.00,否
002735.SZ,,2025-05-23,17.23,18.65,8.24%,122404.00,是
002727.SZ,,2025-05-26,19.50,17.87,-8.36%,-134312.00,否
002431.SZ,,2025-05-27,2.94,2.97,1.02%,15039.00,是
003042.SZ,,2025-05-28,18.20,17.01,-6.54%,-97342.00,否
603011.SH,,2025-05-29,17.94,19.71,9.87%,137175.00,是
600391.SH,,2025-05-30,25.46,26.96,5.89%,90000.00,是
002731.SZ,,2025-06-04,13.27,15.62,17.71%,286700.00,是
603238.SH,,2025-06-05,18.81,17.17,-8.72%,-166132.00,否
002250.SZ,,2025-06-06,12.02,15.40,28.12%,489086.00,是
600151.SH,,2025-06-09,7.39,7.06,-4.47%,-99495.00,否
000795.SZ,,2025-06-10,11.24,11.91,5.96%,126898.00,是
603906.SH,,2025-06-11,15.38,14.12,-8.19%,-184716.00,否
002734.SZ,,2025-06-12,22.70,19.80,-12.78%,-264480.00,否
002366.SZ,,2025-06-13,7.50,7.67,2.27%,40953.00,是
603688.SH,,2025-06-17,35.78,34.25,-4.28%,-78948.00,否
603256.SH,,2025-06-23,13.85,13.80,-0.36%,-6385.00,否
600201.SH,,2025-06-24,7.95,8.13,2.26%,39888.00,是
603119.SH,,2025-06-25,43.21,46.38,7.34%,132189.00,是
603123.SH,,2025-06-26,14.60,15.50,6.16%,119250.00,是
002579.SZ,,2025-06-30,14.50,14.73,1.59%,32568.00,是
600684.SH,,2025-07-01,4.47,4.30,-3.80%,-79339.00,否
603124.SH,,2025-07-02,53.46,54.11,1.22%,24375.00,是
600438.SH,,2025-07-03,18.07,18.34,1.49%,30348.00,是
002938.SZ,,2025-07-04,35.81,39.24,9.58%,197225.00,是
002201.SZ,,2025-07-07,7.90,8.50,7.59%,171540.00,是
002366.SZ,,2025-07-08,9.91,9.56,-3.53%,-85820.00,否
002865.SZ,,2025-07-09,42.80,44.11,3.06%,71657.00,是
002623.SZ,,2025-07-14,26.58,27.68,4.14%,99990.00,是
603617.SH,,2025-07-17,8.05,8.94,11.06%,278125.00,是
002246.SZ,,2025-07-18,16.70,21.53,28.92%,808059.00,是
003007.SZ,,2025-07-21,34.37,32.95,-4.13%,-148816.00,否
600668.SH,,2025-07-22,13.40,12.60,-5.97%,-206160.00,否
601699.SH,,2025-07-23,13.55,14.18,4.65%,150948.00,是
603716.SH,,2025-07-24,28.60,30.62,7.06%,239976.00,是
600259.SH,,2025-07-25,63.54,63.85,0.49%,17732.00,是
600895.SH,,2025-07-28,30.58,31.65,3.50%,127865.00,是
002174.SZ,,2025-07-29,15.16,15.28,0.79%,29952.00,是
600581.SH,,2025-07-30,4.12,4.38,6.31%,240682.00,是
601869.SH,,2025-07-31,50.00,51.51,3.02%,122310.00,是
002424.SZ,,2025-08-01,6.12,6.65,8.66%,361725.00,是
600629.SH,,2025-08-04,13.80,13.40,-2.90%,-131520.00,否
002558.SZ,,2025-08-05,27.05,27.80,2.77%,122175.00,是
603400.SH,,2025-08-06,60.60,63.94,5.51%,249498.00,是
600967.SH,,2025-08-07,24.29,23.30,-4.08%,-194733.00,否
600651.SH,,2025-08-08,6.34,6.63,4.57%,209670.00,是
601089.SH,,2025-08-11,30.11,31.11,3.32%,159200.00,是
002418.SZ,,2025-08-12,4.25,4.23,-0.47%,-23308.00,否
000006.SZ,,2025-08-13,7.59,7.14,-5.93%,-292230.00,否
600967.SH,,2025-08-14,29.50,25.55,-13.39%,-620940.00,否
600410.SH,,2025-08-15,18.66,20.68,10.83%,434704.00,是
600860.SH,,2025-08-18,14.20,13.80,-2.82%,-125360.00,否
002871.SZ,,2025-08-19,16.45,17.00,3.34%,144595.00,是
002382.SZ,,2025-08-20,6.77,6.49,-4.14%,-184884.00,否
002476.SZ,,2025-08-21,5.75,5.63,-2.09%,-89436.00,否
002369.SZ,,2025-08-22,11.12,11.41,2.61%,109417.00,是
601788.SH,,2025-08-25,21.05,20.29,-3.61%,-155420.00,否

统计摘要
总交易次数,179
盈利交易次数,103
亏损交易次数,76
胜率,57.54%
总收益,3950135.00
总收益率,1975.07%
最大回撤,33.80%
夏普比率,3.9829
最大盈利股票,002246.SZ()
最大盈利金额,808059.00
最大亏损股票,600967.SH()
最大亏损金额,-620940.00
最终资金,4150135.00
适应度得分,2.072124
