股票代码,股票名称,交易日期,买入价格,卖出价格,收益率,收益金额,是否盈利
002501.SZ,,2024-11-19,1.81,1.68,-7.18%,-25090.00,否
600292.SH,,2024-11-20,15.00,14.96,-0.27%,-864.00,否
002878.SZ,,2024-11-21,14.56,15.00,3.02%,9768.00,是
002713.SZ,,2024-11-22,4.78,4.57,-4.39%,-14637.00,否
603585.SH,,2024-11-25,13.73,13.90,1.24%,3944.00,是
003021.SZ,,2024-12-02,78.00,79.66,2.13%,6806.00,是
002501.SZ,,2024-12-03,1.89,1.93,2.12%,6968.00,是
603669.SH,,2024-12-04,7.50,8.79,17.20%,57792.00,是
003041.SZ,,2024-12-05,26.91,26.69,-0.82%,-3212.00,否
600178.SH,,2024-12-06,13.54,13.39,-1.11%,-4320.00,否
002403.SZ,,2024-12-09,16.06,19.14,19.18%,73920.00,是
603015.SH,,2024-12-11,13.42,12.04,-10.28%,-47334.00,否
000882.SZ,,2024-12-12,2.53,2.76,9.09%,37559.00,是
605388.SH,,2024-12-13,8.21,7.68,-6.46%,-29044.00,否
002402.SZ,,2024-12-16,21.98,20.38,-7.28%,-30560.00,否
002529.SZ,,2024-12-17,10.35,9.40,-9.18%,-35815.00,否
002181.SZ,,2024-12-18,8.88,10.12,13.96%,49600.00,是
000788.SZ,,2024-12-19,7.10,6.81,-4.08%,-16530.00,否
603629.SH,,2024-12-20,19.57,22.01,12.47%,48312.00,是
002045.SZ,,2024-12-23,22.97,21.73,-5.40%,-23560.00,否
603759.SH,,2024-12-24,8.48,8.31,-2.00%,-8279.00,否
603719.SH,,2024-12-25,15.19,15.53,2.24%,9044.00,是
603711.SH,,2024-12-26,18.90,18.40,-2.65%,-10900.00,否
603236.SH,,2024-12-27,73.18,71.20,-2.71%,-10890.00,否
001258.SZ,,2024-12-30,8.50,8.19,-3.65%,-14291.00,否
603339.SH,,2024-12-31,13.22,12.62,-4.54%,-17100.00,否
000882.SZ,,2025-01-03,2.32,2.35,1.29%,4662.00,是
002552.SZ,,2025-01-06,14.46,15.98,10.51%,38304.00,是
601226.SH,,2025-01-07,7.53,7.35,-2.39%,-9648.00,否
002611.SZ,,2025-01-08,10.21,10.91,6.86%,26950.00,是
003021.SZ,,2025-01-09,78.47,94.77,20.77%,86390.00,是
603089.SH,,2025-01-10,10.06,9.30,-7.55%,-38304.00,否
002265.SZ,,2025-01-13,31.65,31.70,0.16%,740.00,是
002815.SZ,,2025-01-15,10.90,10.63,-2.48%,-11637.00,否
603270.SH,,2025-01-16,21.57,21.15,-1.95%,-8904.00,否
600183.SH,,2025-01-20,28.44,29.07,2.22%,9891.00,是
002718.SZ,,2025-01-23,15.99,17.22,7.69%,35301.00,是
600184.SH,,2025-01-24,11.17,10.68,-4.39%,-21658.00,否
002439.SZ,,2025-01-27,15.34,15.51,1.11%,5236.00,是
002394.SZ,,2025-02-05,8.24,8.00,-2.91%,-13920.00,否
000503.SZ,,2025-02-06,10.86,10.80,-0.55%,-2562.00,否
600114.SH,,2025-02-07,20.96,20.40,-2.67%,-12320.00,否
603612.SH,,2025-02-10,16.38,16.49,0.67%,3014.00,是
600979.SH,,2025-02-11,5.16,5.41,4.84%,21900.00,是
002878.SZ,,2025-02-12,19.70,20.76,5.38%,25440.00,是
600845.SH,,2025-02-13,33.80,34.86,3.14%,15582.00,是
000880.SZ,,2025-02-17,23.70,23.08,-2.62%,-13454.00,否
603516.SH,,2025-02-18,56.12,54.03,-3.72%,-18601.00,否
601777.SH,,2025-02-20,8.69,8.61,-0.92%,-4440.00,否
002733.SZ,,2025-02-21,18.10,19.00,4.97%,23760.00,是
000815.SZ,,2025-02-24,12.54,12.22,-2.55%,-12800.00,否
603767.SH,,2025-02-27,14.45,13.80,-4.50%,-21970.00,否
002369.SZ,,2025-02-28,13.65,12.95,-5.13%,-23940.00,否
000710.SZ,,2025-03-04,14.42,15.55,7.84%,34691.00,是
601020.SH,,2025-03-05,17.36,20.50,18.09%,86350.00,是
603809.SH,,2025-03-06,17.92,17.85,-0.39%,-2205.00,否
000997.SZ,,2025-03-07,25.65,24.69,-3.74%,-21024.00,否
605100.SH,,2025-03-11,28.80,33.37,15.87%,85916.00,是
600718.SH,,2025-03-12,14.04,13.24,-5.70%,-35680.00,否
601616.SH,,2025-03-13,5.13,4.97,-3.12%,-18448.00,否
605208.SH,,2025-03-17,16.50,16.20,-1.82%,-10410.00,否
002048.SZ,,2025-03-18,18.70,18.54,-0.86%,-4816.00,否
603109.SH,,2025-03-19,26.20,24.43,-6.76%,-37701.00,否
600579.SH,,2025-03-24,9.35,8.96,-4.17%,-21684.00,否
000541.SZ,,2025-03-25,8.58,8.70,1.40%,6972.00,是
600593.SH,,2025-03-27,36.50,36.96,1.26%,6348.00,是
601069.SH,,2025-03-31,15.49,17.02,9.88%,50490.00,是
603072.SH,,2025-04-03,49.04,57.37,16.99%,94962.00,是
002165.SZ,,2025-04-07,7.30,7.13,-2.33%,-15300.00,否
600354.SH,,2025-04-08,6.38,7.66,20.06%,128768.00,是
002100.SZ,,2025-04-09,6.78,6.78,0.00%,0.00,否
603069.SH,,2025-04-10,18.41,19.28,4.73%,36366.00,是
002685.SZ,,2025-04-14,6.44,6.59,2.33%,18795.00,是
002155.SZ,,2025-04-15,25.20,25.92,2.86%,23544.00,是
001368.SZ,,2025-04-18,23.50,22.07,-6.09%,-51623.00,否
600187.SH,,2025-04-21,4.00,4.23,5.75%,45885.00,是
001337.SZ,,2025-04-22,27.29,27.02,-0.99%,-8343.00,否
600800.SH,,2025-04-25,3.35,3.24,-3.28%,-27434.00,否
002068.SZ,,2025-04-28,11.90,11.23,-5.63%,-45493.00,否
603986.SH,,2025-04-30,126.93,130.57,2.87%,21840.00,是
002422.SZ,,2025-05-06,36.35,35.36,-2.72%,-21285.00,否
603286.SH,,2025-05-07,37.60,34.79,-7.47%,-56762.00,否
002977.SZ,,2025-05-08,34.95,40.25,15.16%,107060.00,是
002331.SZ,,2025-05-13,8.32,10.01,20.31%,165113.00,是
000710.SZ,,2025-05-14,13.99,13.72,-1.93%,-18873.00,否
002961.SZ,,2025-05-15,16.73,16.31,-2.51%,-24066.00,否
605188.SH,,2025-05-19,13.65,14.64,7.25%,67815.00,是
600530.SH,,2025-05-20,8.00,8.09,1.12%,11286.00,是
002882.SZ,,2025-05-21,19.20,23.01,19.84%,201168.00,是
002347.SZ,,2025-05-22,7.94,7.71,-2.90%,-35213.00,否
002735.SZ,,2025-05-23,17.23,17.95,4.18%,49320.00,是
002727.SZ,,2025-05-26,19.50,18.82,-3.49%,-42840.00,否
002431.SZ,,2025-05-27,2.94,2.82,-4.08%,-48456.00,否
003042.SZ,,2025-05-28,18.20,16.99,-6.65%,-75625.00,否
603011.SH,,2025-05-29,17.94,19.22,7.13%,75776.00,是
600391.SH,,2025-05-30,25.46,26.31,3.34%,37995.00,是
002731.SZ,,2025-06-04,13.27,15.62,17.71%,208210.00,是
603238.SH,,2025-06-05,18.81,17.83,-5.21%,-72128.00,否
002250.SZ,,2025-06-06,12.02,15.40,28.12%,369096.00,是
600151.SH,,2025-06-09,7.39,7.34,-0.68%,-11380.00,否
000795.SZ,,2025-06-10,11.24,11.12,-1.07%,-17832.00,否
603906.SH,,2025-06-11,15.38,14.50,-5.72%,-94512.00,否
002734.SZ,,2025-06-12,22.70,22.20,-2.20%,-34300.00,否
002366.SZ,,2025-06-13,7.50,7.63,1.73%,26416.00,是
603688.SH,,2025-06-17,35.78,34.39,-3.88%,-60187.00,否
603256.SH,,2025-06-23,13.85,13.51,-2.45%,-36584.00,否
600201.SH,,2025-06-24,7.95,8.08,1.64%,23764.00,是
603119.SH,,2025-06-25,43.21,46.26,7.06%,104005.00,是
603123.SH,,2025-06-26,14.60,14.98,2.60%,41154.00,是
002579.SZ,,2025-06-30,14.50,14.75,1.72%,27975.00,是
600684.SH,,2025-07-01,4.47,4.39,-1.79%,-29536.00,否
603124.SH,,2025-07-02,53.46,54.11,1.22%,19695.00,是
600438.SH,,2025-07-03,18.07,18.19,0.66%,10896.00,是
002938.SZ,,2025-07-04,35.81,39.96,11.59%,191315.00,是
002201.SZ,,2025-07-07,7.90,8.52,7.85%,144584.00,是
002366.SZ,,2025-07-08,9.91,9.92,0.10%,2005.00,是
002865.SZ,,2025-07-09,42.80,44.98,5.09%,101152.00,是
002623.SZ,,2025-07-14,26.58,27.16,2.18%,45588.00,是
603617.SH,,2025-07-17,8.05,9.06,12.55%,267953.00,是
002246.SZ,,2025-07-18,16.70,21.53,28.92%,695037.00,是
003007.SZ,,2025-07-21,34.37,32.74,-4.74%,-146863.00,否
600668.SH,,2025-07-22,13.40,12.95,-3.36%,-99135.00,否
601699.SH,,2025-07-23,13.55,13.06,-3.62%,-103145.00,否
603716.SH,,2025-07-24,28.60,33.44,16.92%,465124.00,是
600259.SH,,2025-07-25,63.54,66.40,4.50%,144716.00,是
600895.SH,,2025-07-28,30.58,32.20,5.30%,177876.00,是
002174.SZ,,2025-07-29,15.16,15.33,1.12%,39661.00,是
600581.SH,,2025-07-30,4.12,4.47,8.50%,303905.00,是
601869.SH,,2025-07-31,50.00,50.60,1.20%,46560.00,是
002424.SZ,,2025-08-01,6.12,6.70,9.48%,372244.00,是
600629.SH,,2025-08-04,13.80,13.19,-4.42%,-190076.00,否
002558.SZ,,2025-08-05,27.05,27.71,2.44%,100254.00,是
603400.SH,,2025-08-06,60.60,62.07,2.43%,102018.00,是
600967.SH,,2025-08-07,24.29,23.65,-2.63%,-113600.00,否
600651.SH,,2025-08-08,6.34,6.74,6.31%,264880.00,是
601089.SH,,2025-08-11,30.11,30.50,1.30%,57798.00,是
002418.SZ,,2025-08-12,4.25,4.23,-0.47%,-21276.00,否
000006.SZ,,2025-08-13,7.59,7.36,-3.03%,-136367.00,否
600967.SH,,2025-08-14,29.50,27.41,-7.08%,-309111.00,否
600410.SH,,2025-08-15,18.66,20.68,10.83%,438744.00,是
600860.SH,,2025-08-18,14.20,13.78,-2.96%,-132888.00,否
002871.SZ,,2025-08-19,16.45,15.80,-3.95%,-172250.00,否
002382.SZ,,2025-08-20,6.77,6.56,-3.10%,-129906.00,否
002476.SZ,,2025-08-21,5.75,5.70,-0.87%,-35290.00,否
002369.SZ,,2025-08-22,11.12,10.93,-1.71%,-68723.00,否
601788.SH,,2025-08-25,21.05,20.57,-2.28%,-90144.00,否

统计摘要
总交易次数,179
盈利交易次数,89
亏损交易次数,90
胜率,49.72%
总收益,3664296.00
总收益率,1832.15%
最大回撤,28.47%
夏普比率,3.9304
最大盈利股票,002246.SZ()
最大盈利金额,695037.00
最大亏损股票,600967.SH()
最大亏损金额,-309111.00
最终资金,3864296.00
适应度得分,3.049491
