股票代码,股票名称,交易日期,买入价格,卖出价格,收益率,收益金额,是否盈利
603039.SH,,2024-11-18,58.50,56.00,-4.27%,-16750.00,否
002501.SZ,,2024-11-19,1.81,1.68,-7.18%,-27079.00,否
600292.SH,,2024-11-20,15.00,14.96,-0.27%,-932.00,否
002402.SZ,,2024-11-21,21.99,22.21,1.00%,3476.00,是
002713.SZ,,2024-11-22,4.78,4.57,-4.39%,-15477.00,否
603585.SH,,2024-11-25,13.73,13.90,1.24%,4165.00,是
003021.SZ,,2024-12-02,78.00,79.66,2.13%,7138.00,是
600515.SH,,2024-12-03,4.30,4.03,-6.28%,-21870.00,否
603669.SH,,2024-12-04,7.50,8.79,17.20%,56115.00,是
000903.SZ,,2024-12-05,4.13,4.92,19.13%,73154.00,是
603489.SH,,2024-12-06,28.03,27.80,-0.82%,-3726.00,否
002403.SZ,,2024-12-09,16.06,19.14,19.18%,86548.00,是
603015.SH,,2024-12-11,13.42,12.04,-10.28%,-55338.00,否
000882.SZ,,2024-12-12,2.53,2.76,9.09%,43930.00,是
605388.SH,,2024-12-13,8.21,7.68,-6.46%,-34026.00,否
002402.SZ,,2024-12-16,21.98,20.38,-7.28%,-35840.00,否
002529.SZ,,2024-12-17,10.35,9.40,-9.18%,-41895.00,否
002181.SZ,,2024-12-18,8.88,10.12,13.96%,57908.00,是
603986.SH,,2024-12-19,106.20,111.90,5.37%,25080.00,是
603629.SH,,2024-12-20,19.57,22.01,12.47%,61976.00,是
002045.SZ,,2024-12-23,22.97,21.73,-5.40%,-30132.00,否
603759.SH,,2024-12-24,8.48,8.31,-2.00%,-10625.00,否
603719.SH,,2024-12-25,15.19,15.53,2.24%,11628.00,是
603711.SH,,2024-12-26,18.90,18.40,-2.65%,-14050.00,否
603236.SH,,2024-12-27,73.18,71.20,-2.71%,-13860.00,否
001258.SZ,,2024-12-30,8.50,8.19,-3.65%,-18352.00,否
600398.SH,,2024-12-31,7.46,8.00,7.24%,35100.00,是
000882.SZ,,2025-01-03,2.32,2.35,1.29%,6723.00,是
002552.SZ,,2025-01-06,14.46,15.98,10.51%,55328.00,是
601226.SH,,2025-01-07,7.53,7.35,-2.39%,-13914.00,否
002484.SZ,,2025-01-08,19.31,22.22,15.07%,85554.00,是
003021.SZ,,2025-01-09,78.47,94.77,20.77%,135290.00,是
002050.SZ,,2025-01-10,25.80,26.66,3.33%,26230.00,是
002265.SZ,,2025-01-13,31.65,31.70,0.16%,1285.00,是
002815.SZ,,2025-01-15,10.90,10.63,-2.48%,-20223.00,否
603270.SH,,2025-01-16,21.57,21.15,-1.95%,-15498.00,否
600183.SH,,2025-01-20,28.44,29.07,2.22%,17262.00,是
002718.SZ,,2025-01-23,15.99,17.22,7.69%,61377.00,是
600184.SH,,2025-01-24,11.17,10.68,-4.39%,-37681.00,否
001282.SZ,,2025-01-27,27.35,25.94,-5.16%,-42300.00,否
002394.SZ,,2025-02-05,8.24,8.00,-2.91%,-22704.00,否
000503.SZ,,2025-02-06,10.86,10.80,-0.55%,-4176.00,否
600114.SH,,2025-02-07,20.96,20.40,-2.67%,-20104.00,否
603612.SH,,2025-02-10,16.38,16.49,0.67%,4917.00,是
600979.SH,,2025-02-11,5.16,5.41,4.84%,35725.00,是
600186.SH,,2025-02-12,7.47,7.41,-0.80%,-6210.00,否
600845.SH,,2025-02-13,33.80,34.86,3.14%,23956.00,是
000880.SZ,,2025-02-17,23.70,23.08,-2.62%,-20646.00,否
603516.SH,,2025-02-18,56.12,54.03,-3.72%,-28633.00,否
601777.SH,,2025-02-20,8.69,8.61,-0.92%,-6824.00,否
002272.SZ,,2025-02-21,11.48,12.30,7.14%,52480.00,是
002261.SZ,,2025-02-24,42.12,38.11,-9.52%,-74586.00,否
603507.SH,,2025-02-27,26.51,25.77,-2.79%,-19832.00,否
000759.SZ,,2025-02-28,10.28,9.80,-4.67%,-32352.00,否
002759.SZ,,2025-03-04,9.50,9.00,-5.26%,-34750.00,否
601020.SH,,2025-03-05,17.36,20.50,18.09%,113040.00,是
603809.SH,,2025-03-06,17.92,17.85,-0.39%,-2884.00,否
000997.SZ,,2025-03-07,25.65,24.69,-3.74%,-27456.00,否
605100.SH,,2025-03-11,28.80,33.37,15.87%,112422.00,是
002195.SZ,,2025-03-12,7.15,6.70,-6.29%,-51660.00,否
002851.SZ,,2025-03-13,68.80,68.01,-1.15%,-8769.00,否
600429.SH,,2025-03-17,4.68,4.55,-2.78%,-21125.00,否
002048.SZ,,2025-03-18,18.70,18.54,-0.86%,-6320.00,否
603966.SH,,2025-03-19,9.40,9.27,-1.38%,-10127.00,否
600579.SH,,2025-03-24,9.35,8.96,-4.17%,-30147.00,否
000541.SZ,,2025-03-25,8.58,8.70,1.40%,9684.00,是
600593.SH,,2025-03-27,36.50,36.96,1.26%,8832.00,是
601069.SH,,2025-03-31,15.49,17.02,9.88%,70227.00,是
603072.SH,,2025-04-03,49.04,57.37,16.99%,132447.00,是
002165.SZ,,2025-04-07,7.30,7.13,-2.33%,-21284.00,否
600354.SH,,2025-04-08,6.38,7.66,20.06%,179072.00,是
000716.SZ,,2025-04-09,6.43,6.28,-2.33%,-24990.00,否
603069.SH,,2025-04-10,18.41,19.28,4.73%,49416.00,是
002685.SZ,,2025-04-14,6.44,6.59,2.33%,25530.00,是
600590.SH,,2025-04-15,10.50,9.98,-4.95%,-55536.00,否
001368.SZ,,2025-04-18,23.50,22.07,-6.09%,-64779.00,否
002796.SZ,,2025-04-21,12.00,11.83,-1.42%,-14178.00,否
001337.SZ,,2025-04-22,27.29,27.02,-0.99%,-9747.00,否
600800.SH,,2025-04-25,3.35,3.24,-3.28%,-32087.00,否
002068.SZ,,2025-04-28,11.90,11.23,-5.63%,-53198.00,否
603986.SH,,2025-04-30,126.93,130.57,2.87%,25480.00,是
000665.SZ,,2025-05-06,5.01,5.18,3.39%,31127.00,是
603286.SH,,2025-05-07,37.60,34.79,-7.47%,-70812.00,否
002977.SZ,,2025-05-08,34.95,40.25,15.16%,133030.00,是
603338.SH,,2025-05-13,51.99,49.48,-4.83%,-48694.00,否
000710.SZ,,2025-05-14,13.99,13.72,-1.93%,-18549.00,否
002961.SZ,,2025-05-15,16.73,16.31,-2.51%,-23688.00,否
605188.SH,,2025-05-19,13.65,14.64,7.25%,66726.00,是
600530.SH,,2025-05-20,8.00,8.09,1.12%,11097.00,是
002882.SZ,,2025-05-21,19.20,23.01,19.84%,197739.00,是
002365.SZ,,2025-05-22,17.84,20.66,15.81%,188940.00,是
605033.SH,,2025-05-23,19.79,18.52,-6.42%,-88773.00,否
002727.SZ,,2025-05-26,19.50,18.82,-3.49%,-45152.00,否
603960.SH,,2025-05-27,22.43,21.24,-5.31%,-66283.00,否
003042.SZ,,2025-05-28,18.20,16.99,-6.65%,-78650.00,否
603011.SH,,2025-05-29,17.94,19.22,7.13%,78848.00,是
002317.SZ,,2025-05-30,13.88,13.20,-4.90%,-58004.00,否
603518.SH,,2025-06-04,11.85,13.43,13.33%,150100.00,是
603238.SH,,2025-06-05,18.81,17.83,-5.21%,-66444.00,否
002250.SZ,,2025-06-06,12.02,15.40,28.12%,340028.00,是
600151.SH,,2025-06-09,7.39,7.34,-0.68%,-10485.00,否
002640.SZ,,2025-06-10,5.15,5.13,-0.39%,-5978.00,否
603906.SH,,2025-06-11,15.38,14.50,-5.72%,-87736.00,否
002734.SZ,,2025-06-12,22.70,22.20,-2.20%,-31850.00,否
002365.SZ,,2025-06-13,23.46,25.46,8.53%,120400.00,是
603688.SH,,2025-06-17,35.78,34.39,-3.88%,-59492.00,否
603256.SH,,2025-06-23,13.85,13.51,-2.45%,-36210.00,否
600201.SH,,2025-06-24,7.95,8.08,1.64%,23517.00,是
603119.SH,,2025-06-25,43.21,46.26,7.06%,103090.00,是
603123.SH,,2025-06-26,14.60,14.98,2.60%,40736.00,是
002579.SZ,,2025-06-30,14.50,14.75,1.72%,27675.00,是
600684.SH,,2025-07-01,4.47,4.39,-1.79%,-29240.00,否
603124.SH,,2025-07-02,53.46,54.11,1.22%,19500.00,是
600438.SH,,2025-07-03,18.07,18.19,0.66%,10776.00,是
002938.SZ,,2025-07-04,35.81,39.96,11.59%,189240.00,是
002201.SZ,,2025-07-07,7.90,8.52,7.85%,143158.00,是
002366.SZ,,2025-07-08,9.91,9.92,0.10%,1985.00,是
002865.SZ,,2025-07-09,42.80,44.98,5.09%,100280.00,是
002623.SZ,,2025-07-14,26.58,27.16,2.18%,45124.00,是
603617.SH,,2025-07-17,8.05,9.06,12.55%,265327.00,是
002246.SZ,,2025-07-18,16.70,21.53,28.92%,688275.00,是
600629.SH,,2025-07-21,10.34,12.01,16.15%,495489.00,是
600585.SH,,2025-07-22,25.74,27.55,7.03%,250504.00,是
601699.SH,,2025-07-23,13.55,13.06,-3.62%,-137935.00,否
603716.SH,,2025-07-24,28.60,33.44,16.92%,621940.00,是
002466.SZ,,2025-07-25,41.30,40.73,-1.38%,-59280.00,否
600895.SH,,2025-07-28,30.58,32.20,5.30%,224532.00,是
002174.SZ,,2025-07-29,15.16,15.33,1.12%,50048.00,是
600581.SH,,2025-07-30,4.12,4.47,8.50%,383425.00,是
601869.SH,,2025-07-31,50.00,50.60,1.20%,58740.00,是
002424.SZ,,2025-08-01,6.12,6.70,9.48%,469626.00,是
603767.SH,,2025-08-04,20.44,23.55,15.22%,825394.00,是
002558.SZ,,2025-08-05,27.05,27.71,2.44%,152460.00,是
603400.SH,,2025-08-06,60.60,62.07,2.43%,155232.00,是
600967.SH,,2025-08-07,24.29,23.65,-2.63%,-172800.00,否
600651.SH,,2025-08-08,6.34,6.74,6.31%,402880.00,是
601089.SH,,2025-08-11,30.11,30.50,1.30%,87906.00,是
603757.SH,,2025-08-12,34.10,42.85,25.66%,1764000.00,是
000006.SZ,,2025-08-13,7.59,7.36,-3.03%,-261832.00,否
601208.SH,,2025-08-14,18.28,17.30,-5.36%,-449134.00,否
600410.SH,,2025-08-15,18.66,20.68,10.83%,858298.00,是
600860.SH,,2025-08-18,14.20,13.78,-2.96%,-259896.00,否
002871.SZ,,2025-08-19,16.45,15.80,-3.95%,-336960.00,否
002382.SZ,,2025-08-20,6.77,6.56,-3.10%,-254058.00,否
600864.SH,,2025-08-21,8.58,7.78,-9.32%,-740000.00,否
002369.SZ,,2025-08-22,11.12,10.93,-1.71%,-122968.00,否
601788.SH,,2025-08-25,21.05,20.57,-2.28%,-161280.00,否

统计摘要
总交易次数,179
盈利交易次数,89
亏损交易次数,90
胜率,49.72%
总收益,6712699.00
总收益率,3356.35%
最大回撤,32.10%
夏普比率,4.3826
最大盈利股票,603757.SH()
最大盈利金额,1764000.00
最大亏损股票,600864.SH()
最大亏损金额,-740000.00
最终资金,6912699.00
适应度得分,2.988822
