股票代码,股票名称,交易日期,买入价格,卖出价格,收益率,收益金额,是否盈利
002779.SZ,,2024-11-14,55.51,58.61,5.58%,19530.00,是
603039.SH,,2024-11-18,58.50,56.00,-4.27%,-15750.00,否
002501.SZ,,2024-11-19,1.81,1.74,-3.87%,-13825.00,否
600292.SH,,2024-11-20,15.00,15.30,2.00%,6870.00,是
002402.SZ,,2024-11-21,21.99,22.51,2.36%,8268.00,是
002713.SZ,,2024-11-22,4.78,4.58,-4.18%,-15000.00,否
603585.SH,,2024-11-25,13.73,14.11,2.77%,9500.00,是
003021.SZ,,2024-12-02,78.00,80.60,3.33%,11700.00,是
600515.SH,,2024-12-03,4.30,3.97,-7.67%,-27984.00,否
603669.SH,,2024-12-04,7.50,8.45,12.67%,42655.00,是
000903.SZ,,2024-12-05,4.13,4.65,12.59%,47788.00,是
603489.SH,,2024-12-06,28.03,28.27,0.86%,3648.00,是
002403.SZ,,2024-12-09,16.06,19.14,19.18%,82544.00,是
603015.SH,,2024-12-11,13.42,12.78,-4.77%,-24448.00,否
000882.SZ,,2024-12-12,2.53,2.73,7.91%,38660.00,是
605388.SH,,2024-12-13,8.21,7.56,-7.92%,-41730.00,否
002402.SZ,,2024-12-16,21.98,21.00,-4.46%,-21658.00,否
002529.SZ,,2024-12-17,10.35,9.59,-7.34%,-34048.00,否
002181.SZ,,2024-12-18,8.88,10.12,13.96%,60016.00,是
603986.SH,,2024-12-19,106.20,112.00,5.46%,26680.00,是
603629.SH,,2024-12-20,19.57,20.30,3.73%,19272.00,是
002045.SZ,,2024-12-23,22.97,21.29,-7.31%,-39144.00,否
603759.SH,,2024-12-24,8.48,8.15,-3.89%,-19338.00,否
603719.SH,,2024-12-25,15.19,15.52,2.17%,10362.00,是
603711.SH,,2024-12-26,18.90,18.65,-1.32%,-6450.00,否
603236.SH,,2024-12-27,73.18,70.13,-4.17%,-19825.00,否
001258.SZ,,2024-12-30,8.50,7.96,-6.35%,-29322.00,否
600398.SH,,2024-12-31,7.46,7.70,3.22%,13920.00,是
000882.SZ,,2025-01-03,2.32,2.47,6.47%,28875.00,是
002552.SZ,,2025-01-06,14.46,15.74,8.85%,41984.00,是
601226.SH,,2025-01-07,7.53,7.90,4.91%,25419.00,是
002484.SZ,,2025-01-08,19.31,22.22,15.07%,81771.00,是
003021.SZ,,2025-01-09,78.47,87.54,11.56%,71653.00,是
002050.SZ,,2025-01-10,25.80,26.66,3.33%,23134.00,是
002265.SZ,,2025-01-13,31.65,31.70,0.16%,1135.00,是
002815.SZ,,2025-01-15,10.90,10.63,-2.48%,-17847.00,否
603270.SH,,2025-01-16,21.57,20.92,-3.01%,-21125.00,否
600183.SH,,2025-01-20,28.44,29.20,2.67%,18164.00,是
002718.SZ,,2025-01-23,15.99,17.02,6.44%,45011.00,是
600184.SH,,2025-01-24,11.17,10.28,-7.97%,-59274.00,否
001282.SZ,,2025-01-27,27.35,26.21,-4.17%,-28500.00,否
002394.SZ,,2025-02-05,8.24,8.00,-2.91%,-19128.00,否
000503.SZ,,2025-02-06,10.86,11.50,5.89%,37568.00,是
600114.SH,,2025-02-07,20.96,20.34,-2.96%,-19964.00,否
603612.SH,,2025-02-10,16.38,16.58,1.22%,8000.00,是
600979.SH,,2025-02-11,5.16,5.28,2.33%,15420.00,是
600186.SH,,2025-02-12,7.47,7.32,-2.01%,-13620.00,否
600845.SH,,2025-02-13,33.80,35.14,3.96%,26264.00,是
000880.SZ,,2025-02-17,23.70,23.40,-1.27%,-8730.00,否
603516.SH,,2025-02-18,56.12,55.29,-1.48%,-10043.00,否
601777.SH,,2025-02-20,8.69,9.05,4.14%,27864.00,是
002272.SZ,,2025-02-21,11.48,11.78,2.61%,18300.00,是
002261.SZ,,2025-02-24,42.12,38.11,-9.52%,-68170.00,否
603507.SH,,2025-02-27,26.51,24.45,-7.77%,-50470.00,否
000759.SZ,,2025-02-28,10.28,10.12,-1.56%,-9328.00,否
002759.SZ,,2025-03-04,9.50,8.81,-7.26%,-42918.00,否
601020.SH,,2025-03-05,17.36,19.36,11.52%,63000.00,是
603809.SH,,2025-03-06,17.92,18.22,1.67%,10230.00,是
000997.SZ,,2025-03-07,25.65,24.40,-4.87%,-30250.00,否
605100.SH,,2025-03-11,28.80,33.37,15.87%,93685.00,是
002195.SZ,,2025-03-12,7.15,6.31,-11.75%,-80388.00,否
002851.SZ,,2025-03-13,68.80,69.00,0.29%,1740.00,是
600429.SH,,2025-03-17,4.68,4.55,-2.78%,-16835.00,否
002048.SZ,,2025-03-18,18.70,18.23,-2.51%,-14805.00,否
603966.SH,,2025-03-19,9.40,9.43,0.32%,1833.00,是
600579.SH,,2025-03-24,9.35,9.99,6.84%,39424.00,是
000541.SZ,,2025-03-25,8.58,8.98,4.66%,28680.00,是
600593.SH,,2025-03-27,36.50,36.65,0.41%,2640.00,是
601069.SH,,2025-03-31,15.49,17.50,12.98%,83817.00,是
603072.SH,,2025-04-03,49.04,56.55,15.31%,111899.00,是
002165.SZ,,2025-04-07,7.30,7.13,-2.33%,-19618.00,否
600354.SH,,2025-04-08,6.38,7.69,20.53%,168990.00,是
000716.SZ,,2025-04-09,6.43,6.84,6.38%,63222.00,是
603069.SH,,2025-04-10,18.41,19.59,6.41%,67614.00,是
002685.SZ,,2025-04-14,6.44,6.66,3.42%,38346.00,是
600590.SH,,2025-04-15,10.50,9.09,-13.43%,-155805.00,否
001368.SZ,,2025-04-18,23.50,21.93,-6.68%,-67039.00,否
002796.SZ,,2025-04-21,12.00,11.68,-2.67%,-25024.00,否
001337.SZ,,2025-04-22,27.29,25.90,-5.09%,-46426.00,否
600800.SH,,2025-04-25,3.35,3.16,-5.67%,-49172.00,否
002068.SZ,,2025-04-28,11.90,11.09,-6.81%,-55647.00,否
603986.SH,,2025-04-30,126.93,133.36,5.07%,38580.00,是
000665.SZ,,2025-05-06,5.01,5.04,0.60%,4794.00,是
603286.SH,,2025-05-07,37.60,35.40,-5.85%,-47080.00,否
002977.SZ,,2025-05-08,34.95,40.25,15.16%,115010.00,是
603338.SH,,2025-05-13,51.99,48.29,-7.12%,-62160.00,否
000710.SZ,,2025-05-14,13.99,13.71,-2.00%,-16212.00,否
002961.SZ,,2025-05-15,16.73,16.20,-3.17%,-25175.00,否
605188.SH,,2025-05-19,13.65,15.27,11.87%,91368.00,是
600530.SH,,2025-05-20,8.00,7.62,-4.75%,-40888.00,否
002882.SZ,,2025-05-21,19.20,23.01,19.84%,162687.00,是
002365.SZ,,2025-05-22,17.84,20.07,12.50%,122873.00,是
605033.SH,,2025-05-23,19.79,19.37,-2.12%,-23436.00,否
002727.SZ,,2025-05-26,19.50,17.87,-8.36%,-90465.00,否
603960.SH,,2025-05-27,22.43,21.18,-5.57%,-55250.00,否
003042.SZ,,2025-05-28,18.20,17.01,-6.54%,-61166.00,否
603011.SH,,2025-05-29,17.94,19.71,9.87%,86376.00,是
002317.SZ,,2025-05-30,13.88,13.69,-1.37%,-13167.00,否
603518.SH,,2025-06-04,11.85,12.55,5.91%,56000.00,是
603238.SH,,2025-06-05,18.81,17.17,-8.72%,-87576.00,否
002250.SZ,,2025-06-06,12.02,15.40,28.12%,257894.00,是
600151.SH,,2025-06-09,7.39,7.06,-4.47%,-52470.00,否
002640.SZ,,2025-06-10,5.15,5.18,0.58%,6540.00,是
603906.SH,,2025-06-11,15.38,14.12,-8.19%,-92484.00,否
002734.SZ,,2025-06-12,22.70,19.80,-12.78%,-132240.00,否
002365.SZ,,2025-06-13,23.46,27.64,17.82%,160930.00,是
603688.SH,,2025-06-17,35.78,34.25,-4.28%,-45441.00,否
603256.SH,,2025-06-23,13.85,13.80,-0.36%,-3680.00,否
600201.SH,,2025-06-24,7.95,8.13,2.26%,23004.00,是
603119.SH,,2025-06-25,43.21,46.38,7.34%,76080.00,是
603123.SH,,2025-06-26,14.60,15.50,6.16%,68670.00,是
002579.SZ,,2025-06-30,14.50,14.73,1.59%,18768.00,是
600684.SH,,2025-07-01,4.47,4.30,-3.80%,-45730.00,否
603124.SH,,2025-07-02,53.46,54.11,1.22%,14040.00,是
600438.SH,,2025-07-03,18.07,18.34,1.49%,17496.00,是
002938.SZ,,2025-07-04,35.81,39.24,9.58%,113533.00,是
002201.SZ,,2025-07-07,7.90,8.50,7.59%,98880.00,是
002366.SZ,,2025-07-08,9.91,9.56,-3.53%,-49455.00,否
002865.SZ,,2025-07-09,42.80,44.11,3.06%,41265.00,是
002623.SZ,,2025-07-14,26.58,27.68,4.14%,57640.00,是
603617.SH,,2025-07-17,8.05,8.94,11.06%,160289.00,是
002246.SZ,,2025-07-18,16.70,21.53,28.92%,465612.00,是
600629.SH,,2025-07-21,10.34,11.58,11.99%,248992.00,是
600585.SH,,2025-07-22,25.74,27.00,4.90%,113778.00,是
601699.SH,,2025-07-23,13.55,14.18,4.65%,113400.00,是
603716.SH,,2025-07-24,28.60,30.62,7.06%,180184.00,是
002466.SZ,,2025-07-25,41.30,40.74,-1.36%,-37016.00,否
600895.SH,,2025-07-28,30.58,31.65,3.50%,94267.00,是
002174.SZ,,2025-07-29,15.16,15.28,0.79%,22080.00,是
600581.SH,,2025-07-30,4.12,4.38,6.31%,177450.00,是
601869.SH,,2025-07-31,50.00,51.51,3.02%,90147.00,是
002424.SZ,,2025-08-01,6.12,6.65,8.66%,266696.00,是
603767.SH,,2025-08-04,20.44,26.00,27.20%,910172.00,是
002558.SZ,,2025-08-05,27.05,27.80,2.77%,117975.00,是
603400.SH,,2025-08-06,60.60,63.94,5.51%,240814.00,是
600967.SH,,2025-08-07,24.29,23.30,-4.08%,-188100.00,否
600651.SH,,2025-08-08,6.34,6.63,4.57%,202507.00,是
601089.SH,,2025-08-11,30.11,31.11,3.32%,153700.00,是
603757.SH,,2025-08-12,34.10,42.85,25.66%,1226750.00,是
000006.SZ,,2025-08-13,7.59,7.14,-5.93%,-356310.00,否
601208.SH,,2025-08-14,18.28,20.47,11.98%,677148.00,是
600410.SH,,2025-08-15,18.66,20.68,10.83%,685184.00,是
600860.SH,,2025-08-18,14.20,13.80,-2.82%,-197640.00,否
002871.SZ,,2025-08-19,16.45,17.00,3.34%,227975.00,是
002382.SZ,,2025-08-20,6.77,6.49,-4.14%,-291424.00,否
600864.SH,,2025-08-21,8.58,7.93,-7.58%,-511745.00,否
002369.SZ,,2025-08-22,11.12,11.41,2.61%,162806.00,是

统计摘要
总交易次数,178
盈利交易次数,102
亏损交易次数,76
胜率,57.30%
总收益,6206228.00
总收益率,3103.11%
最大回撤,35.02%
夏普比率,4.2344
最大盈利股票,603757.SH()
最大盈利金额,1226750.00
最大亏损股票,600864.SH()
最大亏损金额,-511745.00
最终资金,6406228.00
适应度得分,2.119938
