股票代码,股票名称,交易日期,买入价格,卖出价格,收益率,收益金额,是否盈利
002815.SZ,,2025-01-15,10.90,10.63,-2.48%,-12852.00,否
603270.SH,,2025-01-16,21.57,20.92,-3.01%,-15210.00,否
600183.SH,,2025-01-20,28.44,29.20,2.67%,13072.00,是
002718.SZ,,2025-01-23,15.99,17.02,6.44%,32445.00,是
600184.SH,,2025-01-24,11.17,10.28,-7.97%,-42720.00,否
002439.SZ,,2025-01-27,15.34,15.55,1.37%,6741.00,是
002394.SZ,,2025-02-05,8.24,8.00,-2.91%,-14568.00,否
000503.SZ,,2025-02-06,10.86,11.50,5.89%,28608.00,是
603920.SH,,2025-02-07,35.00,36.33,3.80%,19418.00,是
603612.SH,,2025-02-10,16.38,16.58,1.22%,6500.00,是
600979.SH,,2025-02-11,5.16,5.28,2.33%,12564.00,是
002878.SZ,,2025-02-12,19.70,20.76,5.38%,29680.00,是
600845.SH,,2025-02-13,33.80,35.14,3.96%,23048.00,是
000880.SZ,,2025-02-17,23.70,23.40,-1.27%,-7650.00,否
603516.SH,,2025-02-18,56.12,55.29,-1.48%,-8798.00,否
601777.SH,,2025-02-20,8.69,9.05,4.14%,24372.00,是
002733.SZ,,2025-02-21,18.10,19.18,5.97%,36504.00,是
000938.SZ,,2025-02-24,33.08,33.12,0.12%,784.00,是
000932.SZ,,2025-02-27,4.96,4.98,0.40%,2624.00,是
603777.SH,,2025-02-28,16.35,16.58,1.41%,9177.00,是
000710.SZ,,2025-03-04,14.42,15.70,8.88%,58752.00,是
601020.SH,,2025-03-05,17.36,19.36,11.52%,83000.00,是
603166.SH,,2025-03-06,12.16,13.16,8.22%,66100.00,是
000997.SZ,,2025-03-07,25.65,24.40,-4.87%,-42375.00,否
605100.SH,,2025-03-11,28.80,33.37,15.87%,131159.00,是
600718.SH,,2025-03-12,14.04,13.38,-4.70%,-45078.00,否
603344.SH,,2025-03-13,28.70,27.90,-2.79%,-25440.00,否
605208.SH,,2025-03-17,16.50,16.63,0.79%,6994.00,是
002048.SZ,,2025-03-18,18.70,18.23,-2.51%,-22466.00,否
603109.SH,,2025-03-19,26.20,26.68,1.83%,15984.00,是
600579.SH,,2025-03-24,9.35,9.99,6.84%,60864.00,是
000541.SZ,,2025-03-25,8.58,8.98,4.66%,44280.00,是
600593.SH,,2025-03-27,36.50,36.65,0.41%,4080.00,是
601069.SH,,2025-03-31,15.49,17.50,12.98%,129444.00,是
603072.SH,,2025-04-03,49.04,56.55,15.31%,171979.00,是
002165.SZ,,2025-04-07,7.30,7.13,-2.33%,-30260.00,否
600354.SH,,2025-04-08,6.38,7.69,20.53%,260690.00,是
002100.SZ,,2025-04-09,6.78,6.78,0.00%,0.00,否
603069.SH,,2025-04-10,18.41,19.59,6.41%,98058.00,是
002685.SZ,,2025-04-14,6.44,6.66,3.42%,55616.00,是
002155.SZ,,2025-04-15,25.20,25.42,0.87%,14696.00,是
001368.SZ,,2025-04-18,23.50,21.93,-6.68%,-113354.00,否
002796.SZ,,2025-04-21,12.00,11.68,-2.67%,-42272.00,否
003006.SZ,,2025-04-22,30.90,29.33,-5.08%,-78343.00,否
600800.SH,,2025-04-25,3.35,3.16,-5.67%,-83068.00,否
002068.SZ,,2025-04-28,11.90,11.09,-6.81%,-94041.00,否
603286.SH,,2025-04-30,32.12,34.92,8.72%,112000.00,是
000665.SZ,,2025-05-06,5.01,5.04,0.60%,8379.00,是
002981.SZ,,2025-05-07,25.79,24.92,-3.37%,-47415.00,否
002977.SZ,,2025-05-08,34.95,40.25,15.16%,206170.00,是
002331.SZ,,2025-05-13,8.32,9.91,19.11%,299397.00,是
000710.SZ,,2025-05-14,13.99,13.71,-2.00%,-37324.00,否
002961.SZ,,2025-05-15,16.73,16.20,-3.17%,-57929.00,否
605188.SH,,2025-05-19,13.65,15.27,11.87%,210114.00,是
600530.SH,,2025-05-20,8.00,7.62,-4.75%,-94088.00,否
002882.SZ,,2025-05-21,19.20,23.01,19.84%,374142.00,是
002347.SZ,,2025-05-22,7.94,7.65,-3.65%,-82563.00,否
002735.SZ,,2025-05-23,17.23,18.65,8.24%,179488.00,是
002727.SZ,,2025-05-26,19.50,17.87,-8.36%,-197067.00,否
002431.SZ,,2025-05-27,2.94,2.97,1.02%,22050.00,是
003042.SZ,,2025-05-28,18.20,17.01,-6.54%,-142681.00,否
603011.SH,,2025-05-29,17.94,19.71,9.87%,201249.00,是
002317.SZ,,2025-05-30,13.88,13.69,-1.37%,-30666.00,否
002731.SZ,,2025-06-04,13.27,15.62,17.71%,391510.00,是
603238.SH,,2025-06-05,18.81,17.17,-8.72%,-226812.00,否
002250.SZ,,2025-06-06,12.02,15.40,28.12%,667888.00,是
600151.SH,,2025-06-09,7.39,7.06,-4.47%,-135894.00,否
002440.SZ,,2025-06-10,8.25,7.91,-4.12%,-119816.00,否
603906.SH,,2025-06-11,15.38,14.12,-8.19%,-228312.00,否
002734.SZ,,2025-06-12,22.70,19.80,-12.78%,-326830.00,否
002365.SZ,,2025-06-13,23.46,27.64,17.82%,397518.00,是
603688.SH,,2025-06-17,35.78,34.25,-4.28%,-112455.00,否
603256.SH,,2025-06-23,13.85,13.80,-0.36%,-9085.00,否
600201.SH,,2025-06-24,7.95,8.13,2.26%,56790.00,是
002281.SZ,,2025-06-25,48.12,48.45,0.69%,17589.00,是
603123.SH,,2025-06-26,14.60,15.50,6.16%,159210.00,是
002579.SZ,,2025-06-30,14.50,14.73,1.59%,43493.00,是
600684.SH,,2025-07-01,4.47,4.30,-3.80%,-105927.00,否
603124.SH,,2025-07-02,53.46,54.11,1.22%,32565.00,是
601890.SH,,2025-07-03,11.51,10.07,-12.51%,-339264.00,否
002938.SZ,,2025-07-04,35.81,39.24,9.58%,227066.00,是
601208.SH,,2025-07-07,11.15,11.97,7.35%,191142.00,是
002366.SZ,,2025-07-08,9.91,9.56,-3.53%,-98560.00,否
002865.SZ,,2025-07-09,42.80,44.11,3.06%,82399.00,是
002623.SZ,,2025-07-14,26.58,27.68,4.14%,114840.00,是
603617.SH,,2025-07-17,8.05,8.94,11.06%,319421.00,是
002246.SZ,,2025-07-18,16.70,21.53,28.92%,927843.00,是
003007.SZ,,2025-07-21,34.37,32.95,-4.13%,-170826.00,否
600668.SH,,2025-07-22,13.40,12.60,-5.97%,-236720.00,否
601699.SH,,2025-07-23,13.55,14.18,4.65%,173376.00,是
603716.SH,,2025-07-24,28.60,30.62,7.06%,275528.00,是
600259.SH,,2025-07-25,63.54,63.85,0.49%,20367.00,是
600895.SH,,2025-07-28,30.58,31.65,3.50%,146911.00,是
002174.SZ,,2025-07-29,15.16,15.28,0.79%,34392.00,是
600581.SH,,2025-07-30,4.12,4.38,6.31%,276406.00,是
601869.SH,,2025-07-31,50.00,51.51,3.02%,140581.00,是
002424.SZ,,2025-08-01,6.12,6.65,8.66%,415414.00,是
600671.SH,,2025-08-04,15.39,15.07,-2.08%,-108384.00,否
002558.SZ,,2025-08-05,27.05,27.80,2.77%,141450.00,是
002921.SZ,,2025-08-06,17.95,17.65,-1.67%,-87660.00,否
002029.SZ,,2025-08-07,7.60,7.29,-4.08%,-210366.00,否
600651.SH,,2025-08-08,6.34,6.63,4.57%,226287.00,是
601089.SH,,2025-08-11,30.11,31.11,3.32%,171800.00,是
002418.SZ,,2025-08-12,4.25,4.23,-0.47%,-25156.00,否
000006.SZ,,2025-08-13,7.59,7.14,-5.93%,-315405.00,否
002782.SZ,,2025-08-14,17.90,18.00,0.56%,27960.00,是
600410.SH,,2025-08-15,18.66,20.68,10.83%,544794.00,是
002873.SZ,,2025-08-18,12.73,15.19,19.32%,1077726.00,是
002871.SZ,,2025-08-19,16.45,17.00,3.34%,222475.00,是
002382.SZ,,2025-08-20,6.77,6.49,-4.14%,-284452.00,否
002476.SZ,,2025-08-21,5.75,5.63,-2.09%,-137604.00,否
002369.SZ,,2025-08-22,11.12,11.41,2.61%,168345.00,是
601208.SH,,2025-08-25,19.57,18.02,-7.92%,-524520.00,否

统计摘要
总交易次数,179
盈利交易次数,100
亏损交易次数,79
胜率,55.87%
总收益,5899900.00
总收益率,2949.95%
最大回撤,37.23%
夏普比率,4.2322
最大盈利股票,002873.SZ()
最大盈利金额,1077726.00
最大亏损股票,601208.SH()
最大亏损金额,-524520.00
最终资金,6099900.00
适应度得分,1.649753
