strategy_name,total_trades,profitable_trades,loss_trades,win_rate,total_profit,avg_profit,max_profit,min_profit,avg_return_rate,max_drawdown,sharpe_ratio,final_capital
首红断低吸第一高频,147,91,56,0.6190476190476191,7804338.999999998,53090.741496598625,1178775.0,-1189440.0,0.02949295055561212,0.2597437546640811,4.983094589049392,8004339.0
首红断低吸第二高频,147,93,54,0.6326530612244898,6958191.000000002,47334.632653061235,1043400.0,-1063769.999999999,0.028815814714818033,0.3191359542702252,4.855936054266131,7158191.000000001
