total_return_rate,trade_days,total_days,trade_day_ratio,win_rate,max_drawdown,drawdown_start,drawdown_end,avg_daily_ratio,avg_daily_real_return,avg_daily_budget_return,final_budget,base_budget_total_return_rate,remaining_budget_total_return_rate,base_budget_total_return,remaining_budget_total_return,total_trade_count,avg_trade_count,avg_trade_ratio,fitness
124.689125,184,184,1.0,0.5217391304347826,0.2838891352752049,43,57,0.9760250218304065,0.030851958923771846,0.033103434829716984,25137825.0,125.89362,-1.204495,25178724.0,-240899.0,849,4.614130434782608,0.9760250218304065,523.8567081783647
