date,stock_code,stock_name,strategy_name,daily_budget,daily_investment,daily_return,daily_ratio,daily_real_return_rate,daily_budget_return_rate,has_trade,base_budget_return,remaining_budget_return,base_budget_return_rate,remaining_budget_return_rate,base_budget,remaining_budget,trade_count
2024-12-19,000788.SZ,未知,倒接力31,1183714.9999999998,1175658.0,-56775.0,0.9931934629534983,-0.04796340335300305,-0.0482921053571702,True,-56665.0,-110.0,-0.04831142305110567,-0.01018142360923575,1172911.009888026,10803.990111973835,6
2024-12-20,603629.SH,未知,倒接力31,1126939.9999999998,1115284.0,106178.00000000006,0.9896569471311696,0.09421797078815206,0.09520265690173987,True,106178.00000000006,0.0,0.09508583716180186,0.0,1116654.2060235883,10285.793976411456,3
2024-12-23,002045.SZ,未知,倒接力31,1233117.9999999998,1227451.0,-54031.0,0.995404332756476,-0.04381656905502962,-0.04401886511151973,True,-53816.0,-215.0,-0.04404421414067657,-0.019102789744337594,1221863.0993871859,11254.900612813886,5
2024-12-24,603759.SH,未知,倒接力31,1179086.9999999998,1166569.0,-23113.0,0.9893833109855339,-0.01960245511993602,-0.01981280147166606,True,-23113.0,0.0,-0.01978301846148605,0.0,1168325.2505170947,10761.749482905027,3
2024-12-25,603719.SH,未知,倒接力31,1155973.9999999998,1142698.0,15840.0,0.9885153126281389,0.013702730338225604,0.013861930273790625,True,15840.0,0.0,0.013828949771612427,0.0,1145423.2072283453,10550.792771654436,3
2024-12-26,603711.SH,未知,倒接力31,1171813.9999999998,462200.0,-7482.0,0.3944311981252998,-0.006384972359094534,-0.016187797490263955,True,-7482.0,0.0,-0.006443786009619878,0.0,1161118.632560141,10695.367439858848,2
2024-12-27,603236.SH,未知,倒接力31,1164331.9999999998,1145495.0,-20535.00000000006,0.9838216247599484,-0.017636722172026588,-0.017926747825176066,True,-15383.000000000058,-5152.0,-0.013333565372034664,-0.4847993107781832,1153704.9221856147,10627.077814385062,4
2024-12-30,001258.SZ,未知,倒接力31,1143796.9999999998,1140041.0,-44219.0,0.996716200514602,-0.038659832120559866,-0.03878720151292804,True,-44095.0,-123.99999999999966,-0.03890652850023903,-0.011877791705276333,1133357.3490045276,10439.650995472213,8
2024-12-31,600398.SH,未知,倒接力31,1099577.9999999998,1088296.0,75557.0,0.9897397001395083,0.06871454321567003,0.0694268838624786,True,75557.0,0.0,0.06934749084698416,0.0,1089541.9441594097,10036.055840590037,3
2025-01-03,002269.SZ,未知,倒接力31,1175134.9999999998,1166192.0,61687.00000000012,0.9923898105324072,0.052493543295025785,0.052896092581667616,True,61547.00000000012,140.0,0.05285684241889732,0.013052786884175424,1164409.3211666367,10725.678833363112,4
